# potential_V=0.0
time,current
5.063661e-02,-6.635800e-07
1.006359e-01,-5.687830e-07
1.510800e-01,-3.791890e-07
2.006360e-01,-7.139750e-07
2.506360e-01,-6.857910e-07
3.010800e-01,-6.576080e-07
3.506350e-01,-6.388190e-07
4.006360e-01,-6.172120e-07
4.510790e-01,-5.937260e-07
5.006350e-01,-5.838620e-07
5.506360e-01,-5.645100e-07
6.006360e-01,-5.500420e-07
6.506350e-01,-5.333200e-07
7.006380e-01,-5.208260e-07
7.506360e-01,-5.061700e-07
8.006360e-01,-4.949910e-07
8.506350e-01,-4.823080e-07
9.006360e-01,-4.722560e-07
9.506350e-01,-4.609830e-07
1.000636e+00,-4.517770e-07
1.050636e+00,-4.419130e-07
1.100636e+00,-4.330820e-07
1.150635e+00,-4.246270e-07
1.200636e+00,-4.163600e-07
1.250636e+00,-4.087500e-07
1.300635e+00,-4.009530e-07
1.350635e+00,-3.943770e-07
1.400635e+00,-3.866730e-07
1.450636e+00,-3.811310e-07
1.500635e+00,-3.738030e-07
1.550635e+00,-3.690120e-07
1.600636e+00,-3.616840e-07
1.650635e+00,-3.575510e-07
1.700635e+00,-3.504110e-07
1.750636e+00,-3.471230e-07
1.800636e+00,-3.398890e-07
1.850636e+00,-3.372590e-07
1.900636e+00,-3.299310e-07
1.950635e+00,-3.280520e-07
2.000636e+00,-3.209130e-07
2.050636e+00,-3.195030e-07
2.100636e+00,-3.121760e-07
2.150636e+00,-3.116120e-07
2.200635e+00,-3.040970e-07
2.250635e+00,-3.038150e-07
2.300636e+00,-2.962990e-07
2.350636e+00,-2.967690e-07
2.400636e+00,-2.890650e-07
2.450635e+00,-2.900050e-07
2.500636e+00,-2.822080e-07
2.550638e+00,-2.836170e-07
2.600635e+00,-2.757250e-07
2.650636e+00,-2.775100e-07
2.700636e+00,-2.696190e-07
2.750636e+00,-2.717800e-07
2.800636e+00,-2.638880e-07
2.850636e+00,-2.664250e-07
2.900635e+00,-2.583460e-07
2.950636e+00,-2.612580e-07
3.000635e+00,-2.529910e-07
3.050636e+00,-2.562790e-07
3.100636e+00,-2.480120e-07
3.150636e+00,-2.515820e-07
3.200635e+00,-2.434090e-07
3.250636e+00,-2.470720e-07
3.300635e+00,-2.388990e-07
3.350635e+00,-2.428450e-07
3.400636e+00,-2.344840e-07
3.450636e+00,-2.387110e-07
3.500636e+00,-2.302560e-07
3.550636e+00,-2.347660e-07
3.600636e+00,-2.263110e-07
3.650636e+00,-2.310080e-07
3.700635e+00,-2.226470e-07
3.750636e+00,-2.273440e-07
3.800636e+00,-2.188890e-07
3.850636e+00,-2.239620e-07
3.900635e+00,-2.154130e-07
3.950636e+00,-2.206740e-07
4.000636e+00,-2.121250e-07
4.050636e+00,-2.174800e-07
4.100635e+00,-2.088370e-07
4.150635e+00,-2.142860e-07
4.200635e+00,-2.058310e-07
4.250636e+00,-2.112800e-07
4.300636e+00,-2.028250e-07
4.350636e+00,-2.084610e-07
4.400637e+00,-2.001000e-07
4.450635e+00,-2.055490e-07
4.500636e+00,-1.974700e-07
4.550636e+00,-2.028250e-07
4.600635e+00,-1.948400e-07
4.650636e+00,-2.001940e-07
4.700636e+00,-1.923970e-07
4.750635e+00,-1.975640e-07
4.800636e+00,-1.901420e-07
4.850635e+00,-1.951210e-07
4.900636e+00,-1.878880e-07
4.950636e+00,-1.926790e-07
5.000635e+00,-1.856330e-07
5.050636e+00,-1.904240e-07
5.100636e+00,-1.834720e-07
5.150637e+00,-1.881700e-07
5.200636e+00,-1.814060e-07
5.250636e+00,-1.860090e-07
5.300638e+00,-1.794330e-07
5.350636e+00,-1.836600e-07
5.400636e+00,-1.775540e-07
5.450636e+00,-1.815930e-07
5.500636e+00,-1.756750e-07
5.550635e+00,-1.795270e-07
5.600636e+00,-1.739840e-07
5.650636e+00,-1.775540e-07
5.700635e+00,-1.723870e-07
5.750635e+00,-1.755810e-07
5.800635e+00,-1.707900e-07
5.850636e+00,-1.737960e-07
5.900635e+00,-1.692870e-07
5.950636e+00,-1.719170e-07
6.000635e+00,-1.677840e-07
6.050635e+00,-1.700380e-07
6.100635e+00,-1.662810e-07
6.150635e+00,-1.682530e-07
6.200636e+00,-1.649650e-07
6.250635e+00,-1.665620e-07
6.300636e+00,-1.635560e-07
6.350636e+00,-1.648710e-07
6.400636e+00,-1.623350e-07
6.450635e+00,-1.630860e-07
