potential_file,t_min,model,A,beta,C,M,r2,beta_spread,n_points,t_max_used,sigma_noise,resid_mad,mad_ratio,runs_z,runs_p,rho1_bin,bin_excess,dataset,group
0.0,5.0,linear,,,,,,,0,3.0,2.265204886470224e-09,,,,,,,ca115,6
0.1,0.1,simple,5.0663970245986924e-08,1.4140869382475687,2.7561086542444014e-08,,0.9217479115735802,0.027065005781023554,58,3.0,2.2651996446876553e-09,7.861288824356295e-09,3.4704617947440455,,,-0.6655095962159379,0.8580350584238811,ca115,7
0.1,0.1,linear,5.206968995175452e-08,1.4034577253091758,2.3186513469286135e-08,1.9313362806728387e-09,0.9217588618447806,0.1283488505074406,58,3.0,2.2651996446876553e-09,8.976751917537683e-09,3.962896576727776,,,-0.6405584731818825,4.527834681997877,ca115,7
0.1,0.2,simple,9.529113062552488e-08,0.8011539810754896,-7.041053464712428e-09,,0.9993012052712533,0.3910637148012993,56,3.0,2.2651996446876553e-09,1.6903248583620324e-09,0.746214516820264,,,-0.17608804053338972,0.023001442214154365,ca115,7
0.1,0.2,linear,9.637218648440483e-08,0.8001248017026645,-9.351727333465449e-09,8.264450327600314e-10,0.9993335738956879,0.3914818598431814,56,3.0,2.2651996446876553e-09,1.4621723256156077e-09,0.6454937996501515,,,-0.6660537522645862,0.049501670310421034,ca115,7
0.1,0.3,simple,9.464327619678556e-08,0.8049616137952436,-6.4711515606467575e-09,,0.9987318938243812,0.41252111626435134,54,3.0,2.2651996446876553e-09,1.6515062694913178e-09,0.729077577494959,,,-0.33296852760696954,0.34260284355590964,ca115,7
0.1,0.3,linear,9.679922727800444e-08,0.801844182683512,-1.022827062409026e-08,1.1560573972292947e-09,0.9988056860463681,0.4658244445106907,54,3.0,2.2651996446876553e-09,1.4991205610708663e-09,0.6618050486572354,,,-0.6443067208375404,0.37320389894336475,ca115,7
0.1,0.4,simple,9.22433628715764e-08,0.8155468753828453,-4.4831127992276754e-09,,0.9981526667630692,0.3020157491993528,52,3.0,2.2651996446876553e-09,1.4133085645949045e-09,0.6239222966105415,,,-0.24195373204789844,0.17938887183066032,ca115,7
0.1,0.4,linear,7.853163785320138e-08,0.9140910305277694,1.1580248923106836e-08,-2.5917935743785637e-09,0.9983743049156423,0.6132858660577983,52,3.0,2.2651996446876553e-09,1.6125437302246393e-09,0.711877089512342,,,-0.058307547699736846,0.1121144809600031,ca115,7
0.1,0.5,simple,9.321263459966367e-08,0.7970384480736502,-5.76121112525943e-09,,0.9983846142568895,0.49232234324199753,50,3.0,2.2651996446876553e-09,1.1911235535817884e-09,0.5258360146644074,,,-0.06989297562617293,0.3046120231402584,ca115,7
0.1,0.5,linear,9.033274396373343e-08,0.7997171423867925,-1.2929308585493143e-09,-1.2855605835722456e-09,0.9985131292059283,0.4994842993617272,50,3.0,2.2651996446876553e-09,1.7393710144258062e-09,0.7678665403753607,,,-0.6334188682264484,0.09035315580422684,ca115,7
0.1,0.6,simple,9.338736803491819e-08,0.7986282231817539,-5.8212707555702e-09,,0.9978911159478489,0.49581775227101793,48,3.0,2.2651996446876553e-09,1.2511057862388762e-09,0.5523159025620407,,,-0.15119622706108077,0.038872789944203553,ca115,7
0.1,0.6,linear,9.045606439294926e-08,0.799883758749148,-1.4922395475554072e-09,-1.2238157648663132e-09,0.9980212077197976,0.499773926830089,48,3.0,2.2651996446876553e-09,1.7203782649188015e-09,0.7594819595497604,,,-0.02944917736501996,0.014749118644320042,ca115,7
0.1,0.7,simple,9.36424329299568e-08,0.799184102480487,-5.962128244074203e-09,,0.9972988135750296,0.4974596333324963,46,3.0,2.2651996446876553e-09,1.2969876128576054e-09,0.5725709943047624,,,-0.057065923843326774,0.3127778928341082,ca115,7
0.1,0.7,linear,9.045737288074552e-08,0.7999299485415681,-1.5315468794600462e-09,-1.2059944891206353e-09,0.9974311139868022,0.4998778548594259,46,3.0,2.2651996446876553e-09,1.640772037006873e-09,0.724338819695125,,,-0.3543701568776617,0.07152969636169468,ca115,7
0.1,0.8,simple,9.39263225772694e-08,0.7994842450236554,-6.124315735528002e-09,,0.996639552104037,0.4983985947013314,44,3.0,2.2651996446876553e-09,1.4027435407904998e-09,0.619258238045469,,,-0.04879279909775834,0.31378718271434625,ca115,7
0.1,0.8,linear,9.051978636416163e-08,0.7999570871073131,-1.644617949963153e-09,-1.171002665845357e-09,0.9967662586765812,0.4999315982469579,44,3.0,2.2651996446876553e-09,1.5691242788332784e-09,0.6927090433345191,,,-0.32406854690746956,0.04769374334450974,ca115,7
