potential_file,t_min,model,A,beta,C,M,r2,beta_spread,n_points,t_max_used,sigma_noise,resid_mad,mad_ratio,runs_z,runs_p,rho1_bin,bin_excess,dataset,group
0.4,0.5,linear,4.2800391509146895e-07,0.3000027693549781,3.4660876600250804e-07,-4.9818950605839265e-09,0.9999172726016585,0.4706192374139803,50,3.0,2.9542686558521134e-09,7.396221416457232e-10,0.25035710282495977,,,-0.5536712797682585,0.25915381555405737,ca115,15
0.4,0.6,simple,4.5562692271039284e-07,0.29983641748488143,3.136034217100746e-07,,0.9996077762709769,0.19902508291488197,48,3.0,2.9542686558521134e-09,1.1888671684642876e-09,0.40242351219793754,,,-0.23892435000921486,1.1866326649265126,ca115,15
0.4,0.6,linear,4.2647906447125317e-07,0.3000007111198895,3.483125121954324e-07,-5.200857124231416e-09,0.9999039847204029,0.49982046355883586,48,3.0,2.9542686558521134e-09,7.477700049060518e-10,0.25311509954411004,,,-0.2411729745193179,0.05178350415788428,ca115,15
0.4,0.7,simple,4.575102745394314e-07,0.2998985243725374,3.120756480370926e-07,,0.9995901098454812,0.19949369231074604,46,3.0,2.9542686558521134e-09,1.0572161174485991e-09,0.3578605200154559,,,-0.1930736847492783,0.44664725893944784,ca115,15
0.4,0.7,linear,4.2522286667301883e-07,0.3000000650304437,3.496905823201484e-07,-5.3699762205853194e-09,0.9998880707643274,0.49993928653770864,46,3.0,2.9542686558521134e-09,7.40163777032331e-10,0.25054044274752735,,,-0.06175883949152168,0.08136547901870654,ca115,15
0.4,0.8,simple,4.5942052624064034e-07,0.29993457271591023,3.1053453682073554e-07,,0.999578676360641,0.4989420535300237,44,3.0,2.9542686558521134e-09,9.836204240167415e-10,0.33294887452713107,,,-0.14615685717023133,0.360045009155686,ca115,15
0.4,0.8,linear,4.239469038380582e-07,0.2999998241040984,3.5106734486639266e-07,-5.5318632850044105e-09,0.999874604341853,0.4999739771525964,44,3.0,2.9542686558521134e-09,7.14281333034744e-10,0.2417794101493862,,,-0.004223806619140444,0.19987134999424216,ca115,15
0.4,0.9,simple,4.614341721217793e-07,0.29995739980805575,3.089207136231498e-07,,0.9995762729373513,0.4994018026766314,42,3.0,2.9542686558521134e-09,9.302664145002738e-10,0.3148889024217578,,,-0.08644183357287558,1.4841467065299934,ca115,15
0.4,0.9,linear,4.232603736546766e-07,0.2999998590296402,3.517894157680511e-07,-5.611066425920417e-09,0.9998590241703194,0.49998774164474846,42,3.0,2.9542686558521134e-09,6.915272458186374e-10,0.23407730520675243,,,-0.4410298245177043,0.10222037688792031,ca115,15
0.4,1.0,simple,4.6350158741888477e-07,0.29997218009558224,3.0727507465047647e-07,,0.999579870218951,0.4996427417569168,40,3.0,2.9542686558521134e-09,8.056658391418785e-10,0.27271244866167954,,,-0.5,1.0169478241487653,ca115,15
0.4,1.0,linear,4.231462648008602e-07,0.299999965251101,3.518912718786724e-07,-5.616655257473726e-09,0.9998410863331235,0.49999404677053444,40,3.0,2.9542686558521134e-09,6.50158264523036e-10,0.2200741842605062,,,-0.5,0.005475181060808803,ca115,15
0.4,2.0,simple,4.823616314741854e-07,0.2999993891812664,2.9274839958258247e-07,,0.9994114087964963,0.49999612246061226,20,3.0,2.9542686558521134e-09,3.4848591836261736e-10,0.11796013124002833,,,,0.0,ca115,15
0.4,2.0,linear,3.879303732108122e-07,0.2999999915406101,3.8684142407886673e-07,-8.867554249624177e-09,0.9995902587311922,0.49999997244554706,20,3.0,2.9542686558521134e-09,3.5508715886684153e-10,0.12019460659525635,,,,0.0,ca115,15
0.4,3.0,simple,,,,,,,0,3.0,2.9542686558521134e-09,,,,,,,ca115,15
0.4,3.0,linear,,,,,,,0,3.0,2.9542686558521134e-09,,,,,,,ca115,15
0.4,4.0,simple,,,,,,,0,3.0,2.9542686558521134e-09,,,,,,,ca115,15
0.4,4.0,linear,,,,,,,0,3.0,2.9542686558521134e-09,,,,,,,ca115,15
0.4,5.0,simple,,,,,,,0,3.0,2.9542686558521134e-09,,,,,,,ca115,15
0.4,5.0,linear,,,,,,,0,3.0,2.9542686558521134e-09,,,,,,,ca115,15
0.0,0.1,simple,1.2104580831426668e-08,1.49999964090692,-3.973463335394714e-07,,0.11257389513009552,1.4761805316201677,58,3.0,2.6596804754780548e-09,1.2764850804138195e-07,47.99392604423215,,,-0.02092227937891792,107.8904021570609,ca115,16
0.0,0.1,linear,2.9755112188774382e-08,1.499999999971492,-7.206642364813089e-07,1.879133456363184e-07,0.6970256797830986,0.025899786409831593,58,3.0,2.6596804754780548e-09,5.736780923260489e-08,21.56943654003909,,,-0.6625077245643259,7.604723842207089,ca115,16
0.0,0.2,simple,-1.6675410284031662e-05,0.011515910440748449,1.6230406508900833e-05,,0.9974340127697535,0.17851386050798967,56,3.0,2.6596804754780548e-09,5.182066735439182e-09,1.9483794324984658,,,-0.49275074583725725,7.652526962166456,ca115,16
0.0,0.2,linear,-3.549488116011212e-06,0.04935758736746722,3.087449866332188e-06,1.4813073623298364e-08,0.9974247962807943,0.08909973444681453,56,3.0,2.6596804754780548e-09,6.907903244975608e-09,2.5972680961738353,,,-0.6637566070131734,1.2988933545706705,ca115,16
0.0,0.3,simple,-2.162763809783327e-06,0.09118316208401463,1.7189511239252372e-06,,0.9977007847058013,0.01092289235401174,54,3.0,2.6596804754780548e-09,3.6795317171920703e-09,1.38344878308388,,,-0.38362590040469247,3.4318970100694335,ca115,16
0.0,0.3,linear,-2.1208413979569615e-06,0.08771504628194456,1.665570637991911e-06,9.143599806539171e-09,0.9980898330874185,0.21081082548946423,54,3.0,2.6596804754780548e-09,4.5730004550073444e-09,1.719379638708438,,,-0.6648449156257636,0.7420934669009929,ca115,16
0.0,0.4,simple,-1.4012754518916155e-06,0.14493985197717166,9.568770906882854e-07,,0.9986543400379478,0.3359575321885927,52,3.0,2.6596804754780548e-09,3.131133066710096e-09,1.1772591089714646,,,-0.39763341841941635,2.081745834623564,ca115,16
0.0,0.4,linear,-1.4761537064324916e-06,0.13273003903160493,1.0253128630014591e-06,5.126939594172746e-09,0.9988702141430618,0.3653308258177953,52,3.0,2.6596804754780548e-09,3.437209469536578e-09,1.292339249480248,,,-0.660421127064259,0.8022286336483554,ca115,16
0.0,0.5,simple,-9.679456218992973e-07,0.21724086633421708,5.229822669317917e-07,,0.9993480245174291,0.27586857586076746,50,3.0,2.6596804754780548e-09,2.346143185082377e-09,0.8821146775763271,,,-0.1277806025899864,0.2726598852103946,ca115,16
0.0,0.5,linear,-6.384804829614793e-07,0.2998607424130131,1.7793090832871948e-07,1.5173757223803574e-08,0.9994013995895668,0.19963812652551371,50,3.0,2.6596804754780548e-09,2.376030518643349e-09,0.8933518670945907,,,-0.6379610513270992,1.2618208698179674,ca115,16
0.0,0.6,simple,-7.281239960078135e-07,0.2993923697940316,2.829635098909736e-07,,0.998970697463458,0.1973630841124655,48,3.0,2.6596804754780548e-09,2.6490682168356294e-09,0.9960099497889806,,,-0.0004667567286481822,2.403327123508437,ca115,16
0.0,0.6,linear,-6.65891106489548e-07,0.2999403685944811,2.0886159633876161e-07,1.1099980145035017e-08,0.9994960166419036,0.49928991120994287,48,3.0,2.6596804754780548e-09,2.2328441658037513e-09,0.8395159442610928,,,-0.6090119877685372,1.0021004087415257,ca115,16
0.0,0.7,simple,-7.36221447732571e-07,0.2997233400108911,2.895335362767108e-07,,0.9992600914307224,0.4942262407485886,46,3.0,2.6596804754780548e-09,1.9685881496358262e-09,0.7401596424029053,,,-7.060279750026942e-06,1.2798534796922056,ca115,16
0.0,0.7,linear,-6.885032545406696e-07,0.2999729405320874,2.3394500034469209e-07,7.933043323100386e-09,0.9995102009202541,0.4997347841933227,46,3.0,2.6596804754780548e-09,2.208419247794868e-09,0.8303325411289953,,,-0.5346370103858673,1.0950887118170225,ca115,16
0.0,0.8,simple,-7.422153990930298e-07,0.29987621117071156,2.9436408654547243e-07,,0.9993677775358333,0.49693262877487615,44,3.0,2.6596804754780548e-09,1.5583473817532267e-09,0.5859152616718469,,,-0.13637689793712052,0.08565655011636242,ca115,16
0.0,0.8,linear,-7.076374000556089e-07,0.29998730017023184,2.548561578387658e-07,5.3904692920453114e-09,0.9994751326954829,0.499883040369906,44,3.0,2.6596804754780548e-09,2.3425470744388413e-09,0.8807625938667646,,,-0.5073950728383781,1.0401074367791467,ca115,16
0.0,0.9,simple,-7.467011339644162e-07,0.299950156933727,2.9795338471757935e-07,,0.9993751443395298,0.4982422242311067,42,3.0,2.6596804754780548e-09,1.7460340966590238e-09,0.6564826537462884,,,-0.1512436579426293,0.02695065681788977,ca115,16
0.0,0.9,linear,-7.248878804892942e-07,0.2999942427257247,2.734579099324182e-07,3.2055718225152424e-09,0.9994103124954923,0.49994493549444197,42,3.0,2.6596804754780548e-09,2.392213426215079e-09,0.8994363978195911,,,-0.5000255133512582,0.5586958093499172,ca115,16
0.0,1.0,simple,-7.497466163672505e-07,0.2999831752018611,3.0037234253354347e-07,,0.999303180297243,0.4989421676686186,40,3.0,2.6596804754780548e-09,2.3541049311922003e-09,0.8851081747964744,,,-0.5,0.15449777324155486,ca115,16
0.0,1.0,linear,-7.388625901595713e-07,0.29999726566766255,2.88339276186013e-07,1.5146235753970841e-09,0.9993104280367726,0.49997241945637055,40,3.0,2.6596804754780548e-09,2.3339805965502387e-09,0.8775417265604906,,,-0.5,0.07834795663307799,ca115,16
0.0,2.0,simple,-5.375860320771817e-07,0.49999984273022496,7.111780303113898e-08,,0.9971016612083884,0.4999915806519462,20,3.0,2.6596804754780548e-09,1.5134388712146587e-09,0.5690303347219298,,,,0.0,ca115,16
0.0,2.0,linear,-3.6134308781389904e-07,0.8000001347518289,-1.261884765755328e-07,1.2355575419749713e-08,0.9971113173085389,0.500000088690713,20,3.0,2.6596804754780548e-09,1.5094428117573061e-09,0.5675278762521264,,,,0.0,ca115,16
0.0,3.0,simple,,,,,,,0,3.0,2.6596804754780548e-09,,,,,,,ca115,16
0.0,3.0,linear,,,,,,,0,3.0,2.6596804754780548e-09,,,,,,,ca115,16
0.0,4.0,simple,,,,,,,0,3.0,2.6596804754780548e-09,,,,,,,ca115,16
0.0,4.0,linear,,,,,,,0,3.0,2.6596804754780548e-09,,,,,,,ca115,16
0.0,5.0,simple,,,,,,,0,3.0,2.6596804754780548e-09,,,,,,,ca115,16
0.0,5.0,linear,,,,,,,0,3.0,2.6596804754780548e-09,,,,,,,ca115,16
0.1,0.1,simple,7.166380540237452e-08,1.320147016313319,2.184587134089702e-08,,0.9474987625945588,0.07172930018572043,58,3.0,2.9546072750062137e-09,1.1059938992611894e-08,3.7432856427894072,,,-0.40828714993088033,8.747630076980176,ca115,17
0.1,0.1,linear,6.465607475513552e-08,1.361050852751486,3.99118760655854e-08,-7.375230052895269e-09,0.9476909031021361,0.022594038450789222,58,3.0,2.9546072750062137e-09,6.981449661037231e-09,2.36290275194782,,,-0.5932682641761677,3.590053558019198,ca115,17
0.1,0.2,simple,1.3814343830166999e-07,0.7613715954293346,-3.1398186648830024e-08,,0.9993442585567758,0.3637146388597469,56,3.0,2.9546072750062137e-09,1.3570159968515038e-09,0.4592881119365178,,,-0.5691416554069897,0.3348739368642127,ca115,17
0.1,0.2,linear,1.2799337032800982e-07,0.7985811078603151,-1.951091538765021e-08,-1.9122740193887815e-09,0.9992240795457226,0.39333030978991035,56,3.0,2.9546072750062137e-09,1.8105075531647176e-09,0.6127743502428458,,,-0.5270013269131464,0.7238322562559293,ca115,17
0.1,0.3,simple,1.3149558165396938e-07,0.8021955157955427,-2.5504222123621186e-08,,0.9993485899291997,0.2736471080130123,54,3.0,2.9546072750062137e-09,2.226826425248727e-09,0.7536793279046007,,,-0.655979763255806,0.06144647809929388,ca115,17
0.1,0.3,linear,1.321294777422891e-07,0.8008538486863245,-2.6607800612571122e-08,3.340379276880069e-10,0.9993497368760387,0.46692946856097384,54,3.0,2.9546072750062137e-09,2.4838970183149806e-09,0.8406860158122899,,,-0.44422236319875696,0.333541338879153,ca115,17
0.1,0.4,simple,1.3058106276148176e-07,0.8059063288866141,-2.4708100234784157e-08,,0.998947166885295,0.29269752197528487,52,3.0,2.9546072750062137e-09,2.4201352725020883e-09,0.8191055687754639,,,-0.13068328072230784,0.010933336139834294,ca115,17
0.1,0.4,linear,1.310167971161543e-07,0.8049658460855564,-2.532204541361864e-08,1.464029799224434e-10,0.9989473431214303,0.5042190178185499,52,3.0,2.9546072750062137e-09,2.4602809649349685e-09,0.8326930572963523,,,-0.2737492143231798,0.048262141983241594,ca115,17
0.1,0.5,simple,1.3054912810156563e-07,0.7973959649801904,-2.505360372402928e-08,,0.9988337402390884,0.2915933319376667,50,3.0,2.9546072750062137e-09,2.027585650307894e-09,0.686245399671139,,,-0.15860487091739642,0.015179988869268175,ca115,17
0.1,0.5,linear,1.2732768804535678e-07,0.7995715578162615,-2.0040242404128754e-08,-1.4486866788836834e-09,0.9989157259775947,0.4993424261885449,50,3.0,2.9546072750062137e-09,1.9282785796819257e-09,0.6526344790367682,,,-0.6136704857306371,0.38424912441378184,ca115,17
0.1,0.6,simple,1.3104374427362117e-07,0.7990388815301558,-2.529679422103911e-08,,0.9984291111178804,0.49582557934665483,48,3.0,2.9546072750062137e-09,2.2534021723249e-09,0.7626740079424468,,,-0.2845831096464723,0.087729458774985,ca115,17
0.1,0.6,linear,1.2857467534133888e-07,0.7998491414687827,-2.164952551377583e-08,-1.0315253333087367e-09,0.9984756010259432,0.49973346117070405,48,3.0,2.9546072750062137e-09,2.0623654840346813e-09,0.6980167893989715,,,-0.4773357731918458,0.4178722508095475,ca115,17
0.1,0.7,simple,1.3154424361261646e-07,0.7996041708168569,-2.5579836840391867e-08,,0.9978651675734128,0.4975291353215789,46,3.0,2.9546072750062137e-09,2.249459268008529e-09,0.7613395144042614,,,-0.663288816958489,0.019218376105307116,ca115,17
0.1,0.7,linear,1.2974062518676906e-07,0.7999385307570834,-2.3071071717458004e-08,-6.827786163870807e-10,0.9978865255075589,0.49987644903275236,46,3.0,2.9546072750062137e-09,2.155021531138243e-09,0.7293766414806214,,,-0.35770892060569476,0.20704920656183182,ca115,17
0.1,0.8,simple,1.3191041803005167e-07,0.7998318890877361,-2.5788005316228227e-08,,0.997091150942635,0.4984687436312173,44,3.0,2.9546072750062137e-09,2.2132907551405604e-09,0.7490981200321811,,,-0.09359226760048142,0.15574136321486517,ca115,17
0.1,0.8,linear,1.30661239790393e-07,0.7999726288249561,-2.414541095684781e-08,-4.292812308691748e-10,0.997099747119891,0.49993838467696516,44,3.0,2.9546072750062137e-09,2.183270524397513e-09,0.7389376391462792,,,-0.1015549379145889,0.09936507277085523,ca115,17
0.1,0.9,simple,1.3219051790283947e-07,0.799936038535918,-2.5944815047000067e-08,,0.996058117660523,0.4990252684677845,42,3.0,2.9546072750062137e-09,2.2222955056157865e-09,0.7521458179619195,,,-0.0920499264159053,0.05576151001635419,ca115,17
0.1,0.9,linear,1.3148182350146053e-07,0.7999867792852867,-2.505909093630539e-08,-2.225131173288987e-10,0.9960604214385279,0.4999674793499463,42,3.0,2.9546072750062137e-09,2.199869938837514e-09,0.7445557849419726,,,-0.08793273132431527,0.08152917614882647,ca115,17
0.1,1.0,simple,1.3248568646740664e-07,0.8000107124368403,-2.610681615376243e-08,,0.9947115450731484,0.49938908294611967,40,3.0,2.9546072750062137e-09,2.235412612685246e-09,0.7565853613084821,,,-0.5,0.1132298098865918,ca115,17
0.1,1.0,linear,1.3273510708762164e-07,0.7999991008485918,-2.640459461314765e-08,7.204435040336618e-11,0.9947117827964194,0.49998666972212197,40,3.0,2.9546072750062137e-09,2.2287481374643152e-09,0.7543297399684458,,,-0.5,0.10608156069361288,ca115,17
0.1,2.0,simple,1.338215714893068e-07,0.800003722768737,-2.6709125663950086e-08,,0.9157057258274248,0.4999943171839957,20,3.0,2.9546072750062137e-09,2.749923375847496e-09,0.9307238221166678,,,,0.0,ca115,17
0.1,2.0,linear,1.3682620380658972e-07,0.8000018798236308,-2.9377676094170075e-08,4.843360670846026e-10,0.9157098738686124,0.5000013548461273,20,3.0,2.9546072750062137e-09,2.696288297020809e-09,0.9125707906527571,,,,0.0,ca115,17
0.1,3.0,simple,,,,,,,0,3.0,2.9546072750062137e-09,,,,,,,ca115,17
0.1,3.0,linear,,,,,,,0,3.0,2.9546072750062137e-09,,,,,,,ca115,17
0.1,4.0,simple,,,,,,,0,3.0,2.9546072750062137e-09,,,,,,,ca115,17
0.1,4.0,linear,,,,,,,0,3.0,2.9546072750062137e-09,,,,,,,ca115,17
0.1,5.0,simple,,,,,,,0,3.0,2.9546072750062137e-09,,,,,,,ca115,17
0.1,5.0,linear,,,,,,,0,3.0,2.9546072750062137e-09,,,,,,,ca115,17
0.2,0.1,simple,6.511252665718409e-07,0.5567542682267268,3.5573847059046216e-07,,0.9757773475942184,0.003319872505986421,58,3.0,2.1669529139980784e-09,2.8552588737194832e-08,13.17637709280662,,,-0.3716603118280507,25.922208359471334,ca115,18
0.2,0.1,linear,3.1137374671723547e-07,0.8005845388552473,8.035094064650995e-07,-8.84605250462998e-08,0.9787744635204334,0.41078709310306105,58,3.0,2.1669529139980784e-09,8.747818051947655e-09,4.0369211510958625,,,-0.6190744397736322,8.46150346815745,ca115,18
0.2,0.2,simple,1.7899390809337485e-06,0.20493998136278566,-7.53379016843017e-07,,0.9998284412452886,0.05628240707287821,56,3.0,2.1669529139980784e-09,3.2116383752463764e-09,1.4820988284977679,,,-0.6252064532198801,3.0647187554501185,ca115,18
0.2,0.2,linear,2.851271204849486e-06,0.13882140759351982,-1.8387772469854884e-06,2.3623367472551062e-08,0.9999235320614394,0.021881359769446135,56,3.0,2.1669529139980784e-09,1.0958733871615116e-09,0.5057209042625664,,,-0.6652594094112999,0.10816818518709528,ca115,18
0.2,0.3,simple,1.6255891914797478e-06,0.22660030659585775,-5.901211496004397e-07,,0.9998571061816183,0.07106516050267117,54,3.0,2.1669529139980784e-09,1.5591093736824949e-09,0.7194938863742553,,,-0.5910229633441964,2.5835788695605073,ca115,18
0.2,0.3,linear,2.2265790895767166e-06,0.17391607248198807,-1.206690439665073e-06,1.567714746046804e-08,0.9999066093333863,0.12575402393269106,54,3.0,2.1669529139980784e-09,1.076888332954902e-09,0.4969597290270687,,,-0.6639233850600438,0.13097013371371732,ca115,18
0.2,0.4,simple,1.4981570088771723e-06,0.2474189805560559,-4.6322745042404625e-07,,0.9998945779630645,0.05181401479747297,52,3.0,2.1669529139980784e-09,1.6007351675865124e-09,0.738703253423776,,,-0.5436303181380522,1.919665559028822,ca115,18
0.2,0.4,linear,1.4742277603947948e-06,0.25147862009560157,-4.395466587257949e-07,9.184314832641772e-12,0.9998929571741063,0.2477778622174378,52,3.0,2.1669529139980784e-09,1.5407632338252544e-09,0.7110275557314767,,,-0.6554539782184384,0.469368348645481,ca115,18
0.2,0.5,simple,1.4054496844508917e-06,0.2654687973380383,-3.7067647381544084e-07,,0.9999048649094212,0.2307828890783084,50,3.0,2.1669529139980784e-09,1.244753838505132e-09,0.5744258818289375,,,-0.6459629409238954,0.3789769221857727,ca115,18
0.2,0.5,linear,1.2213420621040205e-06,0.2999724347918581,-1.8060672498955254e-07,-6.355519028977774e-09,0.9998928364605193,0.1998202212110174,50,3.0,2.1669529139980784e-09,1.0602609118627792e-09,0.4892865484126156,,,-0.6437987021471328,0.6364229508888578,ca115,18
0.2,0.6,simple,1.3253901143998552e-06,0.2839210636102076,-2.904118748086774e-07,,0.9999253082399735,0.21439249899927854,48,3.0,2.1669529139980784e-09,1.022415579645918e-09,0.47182177934800507,,,-0.6664652213806548,0.014228606937015845,ca115,18
0.2,0.6,linear,1.2441167546609486e-06,0.2999993446727568,-2.0627303030942827e-07,-2.9860183368005064e-09,0.9999254588057316,0.4996444396459687,48,3.0,2.1669529139980784e-09,9.242900177183004e-10,0.42653904094896267,,,-0.6120043126027221,0.41574903335598845,ca115,18
0.2,0.7,simple,1.2966001548006375e-06,0.2912445978926796,-2.6144927165502625e-07,,0.9999088148855062,0.20787135574783933,46,3.0,2.1669529139980784e-09,1.0355780207230197e-09,0.4778959496689544,,,-0.24970975472434317,0.06855367565247533,ca115,18
0.2,0.7,linear,1.2518440596919627e-06,0.3000035210402913,-2.148348264022523e-07,-1.908312183706398e-09,0.9999103389623357,0.4998863121617421,46,3.0,2.1669529139980784e-09,1.0955101436058022e-09,0.5055532755368277,,,-0.4975322951552455,0.4155046865040796,ca115,18
0.2,0.8,simple,1.3815995037977545e-06,0.2700317586179903,-3.4727889087789917e-07,,0.9999284115223797,0.22939272621982687,44,3.0,2.1669529139980784e-09,7.917756988879386e-10,0.36538666519850405,,,-0.6663126226040288,0.03446541374817283,ca115,18
0.2,0.8,linear,1.2298075668293719e-06,0.2999964102158324,-1.9071954072485276e-07,-4.850360298749926e-09,0.9999249566532484,0.49993299342053393,44,3.0,2.1669529139980784e-09,6.450400275614101e-10,0.2976714553392378,,,-0.5644635452516548,0.8609149208479857,ca115,18
0.2,0.9,simple,1.264503812631703e-06,0.29997894172460693,-2.2913440443209377e-07,,0.9999096516395151,0.4988080498626303,42,3.0,2.1669529139980784e-09,7.870169510178756e-10,0.3631906101576573,,,-0.500248926021395,1.2566418890502877,ca115,18
0.2,0.9,linear,1.2417234218372093e-06,0.29999836587343703,-2.0355262015269645e-07,-3.3480217961012876e-09,0.9999230426513789,0.4999683630312019,42,3.0,2.1669529139980784e-09,7.717177182667901e-10,0.3561303585701606,,,-0.26025144357007257,0.8361679071840155,ca115,18
0.2,1.0,simple,1.267033408510536e-06,0.2999904966245331,-2.311432783673355e-07,,0.9999122577198912,0.49928315616809654,40,3.0,2.1669529139980784e-09,8.69024594778843e-10,0.40103529207539285,,,-0.5,0.5001010462970359,ca115,18
0.2,1.0,linear,1.2509725102785137e-06,0.29999915291731566,-2.133867193394575e-07,-2.2351808036811766e-09,0.9999177903738573,0.4999839822322942,40,3.0,2.1669529139980784e-09,9.16188626324717e-10,0.42280043115211385,,,-0.5,0.268190976243123,ca115,18
0.2,2.0,simple,1.2691895474468096e-06,0.3000002015667875,-2.328939609234724e-07,,0.9997140225026917,0.4999933403677109,20,3.0,2.1669529139980784e-09,7.088552104360979e-10,0.3271207260005681,,,,0.0,ca115,18
0.2,2.0,linear,1.3062528067532346e-06,0.2999999936879122,-2.6982448352224655e-07,3.4804251457236097e-09,0.9997180032394772,0.4999999657086682,20,3.0,2.1669529139980784e-09,7.21148967921474e-10,0.3327940183946763,,,,0.0,ca115,18
0.2,3.0,simple,,,,,,,0,3.0,2.1669529139980784e-09,,,,,,,ca115,18
0.2,3.0,linear,,,,,,,0,3.0,2.1669529139980784e-09,,,,,,,ca115,18
0.2,4.0,simple,,,,,,,0,3.0,2.1669529139980784e-09,,,,,,,ca115,18
0.2,4.0,linear,,,,,,,0,3.0,2.1669529139980784e-09,,,,,,,ca115,18
0.2,5.0,simple,,,,,,,0,3.0,2.1669529139980784e-09,,,,,,,ca115,18
0.2,5.0,linear,,,,,,,0,3.0,2.1669529139980784e-09,,,,,,,ca115,18
0.3,0.1,simple,6.319919724990602e-07,0.6296153048688031,5.261106358911879e-07,,0.9943370754874259,0.0004799590189723535,58,3.0,2.954268655852224e-09,1.9876617062529676e-08,6.728100717297774,,,-0.27589134198001664,5.206485981735734,ca115,19
0.3,0.1,linear,3.8447594613921465e-07,0.7978249139939548,8.620494534420201e-07,-7.152848653035244e-08,0.99587791361818,0.0029441973667911903,58,3.0,2.954268655852224e-09,9.300974631552489e-09,3.1483171353180195,,,-0.6498924010113181,2.991551775943271,ca115,19
0.3,0.2,simple,9.832397041802312e-07,0.41611304647948005,1.9688266280160236e-07,,0.9999481860878696,0.0030119557740598824,56,3.0,2.954268655852224e-09,2.5726804360220427e-09,0.8708349631390908,,,-0.6547786166480044,0.3987455305288864,ca115,19
0.3,0.2,linear,1.047094665654819e-06,0.39837314938350477,1.266893178335566e-07,6.0739175655187525e-09,0.9999537824680987,0.13861247272492327,56,3.0,2.954268655852224e-09,2.41519173813469e-09,0.817526101883234,,,-0.5128571461581768,0.35613477513396197,ca115,19
0.3,0.3,simple,9.6938458374417e-07,0.4221835794064613,2.1029577584503297e-07,,0.9999253868012776,0.07695313867337361,54,3.0,2.954268655852224e-09,2.7635208205494687e-09,0.9354331452134879,,,-0.6456431431262994,0.309426406376997,ca115,19
0.3,0.3,linear,1.0379882850061507e-06,0.40117669499162495,1.3631843343887188e-07,5.503436456003877e-09,0.9999291670396103,0.10408372631985019,54,3.0,2.954268655852224e-09,2.499556086620432e-09,0.846082864423642,,,-0.6534757894236939,0.029029369996158738,ca115,19
0.3,0.4,simple,9.737233053991287e-07,0.42022241321710974,2.0607362819395522e-07,,0.9999010501828128,0.19539900269055882,52,3.0,2.954268655852224e-09,2.740648630834788e-09,0.9276910633722266,,,-0.6294423565056043,0.3393231544084252,ca115,19
0.3,0.4,linear,1.0297710821610258e-06,0.4026086658655742,1.4571925109883243e-07,4.377916031752123e-09,0.9999101270149582,0.19962994533394146,52,3.0,2.954268655852224e-09,2.5263700419289517e-09,0.8551592073132444,,,-0.48479404983395824,0.20819779915777586,ca115,19
0.3,0.5,simple,9.493893449800444e-07,0.43238178596532967,2.3021040330713934e-07,,0.9998776237966902,0.1980917197630538,50,3.0,2.954268655852224e-09,2.7651247158311954e-09,0.935976052940769,,,-0.053176570831379145,0.16568149362967943,ca115,19
0.3,0.5,linear,1.4712483798353505e-06,0.300019119460205,-3.174090965826499e-07,2.7332012586734018e-08,0.999878573404633,0.21001125196691206,50,3.0,2.954268655852224e-09,2.1074424962943767e-09,0.713355060691472,,,-0.6451216207721902,0.652245999612281,ca115,19
0.3,0.6,simple,9.230079466244032e-07,0.4479515501482371,2.5667463531684354e-07,,0.9998608749950307,0.19908063731286674,48,3.0,2.954268655852224e-09,2.274030315617632e-09,0.7697439131383391,,,-0.47781717009967384,0.6499193462115145,ca115,19
0.3,0.6,linear,8.084944687786331e-07,0.49997671601805327,3.795065524522862e-07,-8.779558159767713e-09,0.9998508441110348,0.49970364344951673,48,3.0,2.954268655852224e-09,2.4160005751693633e-09,0.817799887760179,,,-0.21364048723920162,0.003951006117294469,ca115,19
0.3,0.7,simple,8.960950274420152e-07,0.46464230690098973,2.838808738332121e-07,,0.999826709799435,0.19951205187019133,46,3.0,2.954268655852224e-09,2.3899619190425026e-09,0.8089859784106417,,,-0.33751765146409357,0.8316717294143317,ca115,19
0.3,0.7,linear,8.189785621894324e-07,0.49999982123910963,3.6732155961277627e-07,-6.546823012602347e-09,0.9998336681883401,0.4999071743187461,46,3.0,2.954268655852224e-09,2.541324197228022e-09,0.8602210879480495,,,-0.6045083866452631,0.4304232406861364,ca115,19
0.3,0.8,simple,8.47347982894739e-07,0.49992742199555684,3.3329222417753536e-07,,0.9997606097485827,0.4986359366923208,44,3.0,2.954268655852224e-09,2.380622469556208e-09,0.8058246377966818,,,-0.2374526113837339,0.762675177974394,ca115,19
0.3,0.8,linear,8.258119682812833e-07,0.5000074964171551,3.59540572039649e-07,-5.16332242265804e-09,0.9998037161226818,0.49997067841304965,44,3.0,2.954268655852224e-09,2.2224256903465616e-09,0.752276095792464,,,-0.4912443641285792,1.0003076387966845,ca115,19
0.3,0.9,simple,8.489125181820591e-07,0.4999561941952096,3.3220778870183875e-07,,0.9997036353158685,0.499215954531337,42,3.0,2.954268655852224e-09,2.3026858095832935e-09,0.7794436044338131,,,-0.16004180068023946,0.049971636025408085,ca115,19
0.3,0.9,linear,4.954812743135125e-07,0.7999979957534239,7.209523113600175e-07,-3.5856007519618846e-08,0.999780826125459,0.4999914599188998,42,3.0,2.954268655852224e-09,2.5405321795548365e-09,0.8599529953114451,,,-0.5311301919930806,0.5988858546875843,ca115,19
