scan,potential,current,time
,0.000000e+00,3.791890e-07,
,0.000000e+00,4.739860e-07,
,0.000000e+00,2.843910e-07,
,0.000000e+00,-1.690990e-07,
,0.000000e+00,-1.597040e-07,
,0.000000e+00,-1.503100e-07,
,0.000000e+00,-1.587650e-07,
,0.000000e+00,-1.540680e-07,
,0.000000e+00,-1.493710e-07,
,0.000000e+00,-1.536920e-07,
,0.000000e+00,-1.505920e-07,
,0.000000e+00,-1.481490e-07,
,0.000000e+00,-1.459890e-07,
,0.000000e+00,-1.440160e-07,
,0.000000e+00,-1.423250e-07,
,0.000000e+00,-1.408220e-07,
,0.000000e+00,-1.395060e-07,
,0.000000e+00,-1.383790e-07,
,0.000000e+00,-1.373460e-07,
,0.000000e+00,-1.363120e-07,
,0.000000e+00,-1.354670e-07,
,0.000000e+00,-1.346210e-07,
,0.000000e+00,-1.337764e-07,
,0.000000e+00,-1.331188e-07,
,0.000000e+00,-1.323672e-07,
0,0.000000e+00,-1.287973e-07,
0,-4.953850e-03,-1.848810e-07,
0,-9.907701e-03,-2.101520e-07,
0,-1.486155e-02,-2.385240e-07,
0,-1.981540e-02,-2.602250e-07,
0,-2.476925e-02,-2.860590e-07,
0,-2.972310e-02,-3.114240e-07,
0,-3.467696e-02,-3.372590e-07,
0,-3.963080e-02,-3.670390e-07,
0,-4.458466e-02,-3.937190e-07,
0,-4.953850e-02,-4.287600e-07,
0,-5.449236e-02,-4.569440e-07,
0,-5.944621e-02,-4.956490e-07,
0,-6.440006e-02,-5.259920e-07,
0,-6.935391e-02,-5.688310e-07,
0,-7.430775e-02,-6.009600e-07,
0,-7.926161e-02,-6.464290e-07,
0,-8.421546e-02,-6.817520e-07,
0,-8.916931e-02,-7.286300e-07,
0,-9.412316e-02,-7.675230e-07,
0,-9.907701e-02,-8.138370e-07,
0,-1.040309e-01,-8.566760e-07,
0,-1.089847e-01,-9.034600e-07,
0,-1.139386e-01,-9.494920e-07,
0,-1.188924e-01,-9.950550e-07,
0,-1.238463e-01,-1.043624e-06,
0,-1.288001e-01,-1.088060e-06,
0,-1.337540e-01,-1.138508e-06,
0,-1.387070e-01,-1.180689e-06,
