scan rate (V/s),0.1
E (V),I (A)
-0.299,2.58386E-09
-0.298,5.75705E-10
-0.297,7.89262E-10
-0.296,7.44055E-10
-0.295,7.02834E-10
-0.294,6.78801E-10
-0.293,6.67356E-10
-0.292,6.64123E-10
-0.291,6.66413E-10
-0.29,6.72825E-10
-0.289,6.82553E-10
-0.288,6.94983E-10
-0.287,7.09663E-10
-0.286,7.26331E-10
-0.285,7.44852E-10
-0.284,7.65128E-10
-0.283,7.87075E-10
-0.282,8.10626E-10
-0.281,8.35743E-10
-0.28,8.62409E-10
-0.279,8.90617E-10
-0.278,9.20373E-10
-0.277,9.5169E-10
-0.276,9.84588E-10
-0.275,1.01909E-09
-0.274,1.05524E-09
-0.273,1.09307E-09
-0.272,1.13263E-09
-0.271,1.17395E-09
-0.27,1.2171E-09
-0.269,1.26213E-09
-0.268,1.30911E-09
-0.267,1.35809E-09
-0.266,1.40915E-09
-0.265,1.46236E-09
-0.264,1.51779E-09
-0.263,1.57553E-09
-0.262,1.63566E-09
-0.261,1.69827E-09
-0.26,1.76345E-09
-0.259,1.8313E-09
-0.258,1.90191E-09
-0.257,1.9754E-09
-0.256,2.05188E-09
-0.255,2.13145E-09
-0.254,2.21424E-09
-0.253,2.30038E-09
-0.252,2.38998E-09
-0.251,2.4832E-09
-0.25,2.58016E-09
-0.249,2.68101E-09
-0.248,2.78591E-09
-0.247,2.89502E-09
-0.246,3.00849E-09
-0.245,3.12651E-09
-0.244,3.24924E-09
-0.243,3.37688E-09
-0.242,3.50962E-09
-0.241,3.64765E-09
-0.24,3.79119E-09
-0.239,3.94046E-09
-0.238,4.09567E-09
-0.237,4.25708E-09
-0.236,4.42491E-09
-0.235,4.59942E-09
-0.234,4.78088E-09
-0.233,4.96956E-09
-0.232,5.16575E-09
-0.231,5.36974E-09
-0.23,5.58185E-09
-0.229,5.80239E-09
-0.228,6.0317E-09
-0.227,6.27012E-09
-0.226,6.51801E-09
-0.225,6.77576E-09
-0.224,7.04374E-09
-0.223,7.32238E-09
-0.222,7.61207E-09
-0.221,7.91328E-09
-0.22,8.22644E-09
-0.219,8.55204E-09
-0.218,8.89057E-09
-0.217,9.24253E-09
-0.216,9.60846E-09
-0.215,9.98892E-09
-0.214,1.03845E-08
-0.213,1.07957E-08
-0.212,1.12233E-08
-0.211,1.16679E-08
-0.21,1.213E-08
-0.209,1.26105E-08
-0.208,1.31101E-08
-0.207,1.36295E-08
-0.206,1.41695E-08
-0.205,1.47309E-08
-0.204,1.53146E-08
-0.203,1.59214E-08
-0.202,1.65523E-08
-0.201,1.72082E-08
-0.2,1.78901E-08
-0.199,1.8599E-08
-0.198,1.93361E-08
-0.197,2.01023E-08
-0.196,2.0899E-08
-0.195,2.17272E-08
-0.194,2.25882E-08
-0.193,2.34834E-08
-0.192,2.4414E-08
-0.191,2.53815E-08
-0.19,2.63874E-08
-0.189,2.74331E-08
-0.188,2.85202E-08
-0.187,2.96504E-08
-0.186,3.08253E-08
-0.185,3.20468E-08
-0.184,3.33166E-08
-0.183,3.46368E-08
-0.182,3.60092E-08
-0.181,3.74359E-08
-0.18,3.89191E-08
-0.179,4.0461E-08
-0.178,4.2064E-08
-0.177,4.37304E-08
-0.176,4.54627E-08
-0.175,4.72636E-08
-0.174,4.91357E-08
-0.173,5.10818E-08
-0.172,5.31049E-08
-0.171,5.52081E-08
-0.17,5.73943E-08
-0.169,5.9667E-08
-0.168,6.20296E-08
-0.167,6.44855E-08
-0.166,6.70384E-08
-0.165,6.96922E-08
-0.164,7.24508E-08
-0.163,7.53184E-08
-0.162,7.82992E-08
-0.161,8.13976E-08
-0.16,8.46183E-08
-0.159,8.79662E-08
-0.158,9.14461E-08
-0.157,9.50632E-08
-0.156,9.8823E-08
-0.155,1.02731E-07
-0.154,1.06793E-07
-0.153,1.11015E-07
-0.152,1.15403E-07
-0.151,1.19964E-07
-0.15,1.24705E-07
-0.149,1.29632E-07
-0.148,1.34754E-07
-0.147,1.40076E-07
-0.146,1.45608E-07
-0.145,1.51357E-07
-0.144,1.57332E-07
-0.143,1.63541E-07
-0.142,1.69994E-07
-0.141,1.76701E-07
-0.14,1.8367E-07
-0.139,1.90913E-07
-0.138,1.98439E-07
-0.137,2.0626E-07
-0.136,2.14387E-07
-0.135,2.22832E-07
-0.134,2.31607E-07
-0.133,2.40725E-07
-0.132,2.50199E-07
-0.131,2.60043E-07
-0.13,2.7027E-07
-0.129,2.80896E-07
-0.128,2.91936E-07
-0.127,3.03405E-07
-0.126,3.1532E-07
-0.125,3.27698E-07
-0.124,3.40556E-07
-0.123,3.53913E-07
-0.122,3.67788E-07
-0.121,3.82199E-07
-0.12,3.97168E-07
-0.119,4.12715E-07
-0.118,4.28862E-07
-0.117,4.45631E-07
-0.116,4.63046E-07
-0.115,4.8113E-07
-0.114,4.99909E-07
-0.113,5.19408E-07
-0.112,5.39654E-07
-0.111,5.60674E-07
-0.11,5.82497E-07
-0.109,6.05153E-07
-0.108,6.2867E-07
-0.107,6.53082E-07
-0.106,6.7842E-07
-0.105,7.04717E-07
-0.104,7.32009E-07
-0.103,7.6033E-07
-0.102,7.89718E-07
-0.101,8.2021E-07
-0.1,8.51845E-07
-0.099,8.84664E-07
-0.098,9.18707E-07
-0.097,9.54018E-07
-0.096,9.9064E-07
-0.095,1.02862E-06
-0.094,1.068E-06
-0.093,1.10883E-06
-0.092,1.15116E-06
-0.091,1.19504E-06
-0.09,1.24052E-06
-0.089,1.28765E-06
-0.088,1.33649E-06
-0.087,1.38709E-06
-0.086,1.43952E-06
-0.085,1.49382E-06
-0.084,1.55005E-06
-0.083,1.60829E-06
-0.082,1.66858E-06
-0.081,1.73099E-06
-0.08,1.79559E-06
-0.079,1.86244E-06
-0.078,1.9316E-06
-0.077,2.00315E-06
-0.076,2.07715E-06
-0.075,2.15367E-06
-0.074,2.23278E-06
-0.073,2.31454E-06
-0.072,2.39904E-06
-0.071,2.48634E-06
-0.07,2.57651E-06
-0.069,2.66963E-06
-0.068,2.76576E-06
-0.067,2.86498E-06
-0.066,2.96736E-06
-0.065,3.07297E-06
-0.064,3.18187E-06
-0.063,3.29415E-06
-0.062,3.40986E-06
-0.061,3.52908E-06
-0.06,3.65186E-06
-0.059,3.77828E-06
-0.058,3.90839E-06
-0.057,4.04225E-06
-0.056,4.17991E-06
-0.055,4.32143E-06
-0.054,4.46686E-06
-0.053,4.61624E-06
-0.052,4.76961E-06
-0.051,4.92701E-06
-0.05,5.08847E-06
-0.049,5.25401E-06
-0.048,5.42365E-06
-0.047,5.59742E-06
-0.046,5.7753E-06
-0.045,5.95731E-06
-0.044,6.14343E-06
-0.043,6.33366E-06
-0.042,6.52795E-06
-0.041,6.72628E-06
-0.04,6.92861E-06
-0.039,7.13488E-06
-0.038,7.34504E-06
-0.037,7.559E-06
-0.036,7.77668E-06
-0.035,7.99799E-06
-0.034,8.22282E-06
-0.033,8.45105E-06
-0.032,8.68255E-06
-0.031,8.91719E-06
-0.03,9.1548E-06
-0.029,9.39522E-06
-0.028,9.63827E-06
-0.027,9.88376E-06
-0.026,1.01315E-05
-0.025,1.03812E-05
-0.024,1.06328E-05
-0.023,1.08859E-05
-0.022,1.11403E-05
-0.021,1.13958E-05
-0.02,1.1652E-05
-0.019,1.19088E-05
-0.018,1.21658E-05
-0.017,1.24227E-05
-0.016,1.26793E-05
-0.015,1.29351E-05
-0.014,1.319E-05
-0.013,1.34436E-05
-0.012,1.36956E-05
-0.011,1.39457E-05
-0.01,1.41934E-05
-0.009,1.44387E-05
-0.008,1.4681E-05
-0.007,1.49201E-05
-0.006,1.51558E-05
-0.005,1.53876E-05
-0.004,1.56153E-05
-0.003,1.58386E-05
-0.002,1.60572E-05
-0.001,1.62709E-05
2.71E-16,1.65E-05
0.001,1.67E-05
0.002,1.69E-05
0.003,1.71E-05
0.004,1.73E-05
0.005,1.74E-05
0.006,1.76E-05
0.007,1.78E-05
0.008,1.79E-05
0.009,1.81E-05
0.01,1.82E-05
0.011,1.84E-05
0.012,1.85E-05
0.013,1.86E-05
0.014,1.87E-05
0.015,1.89E-05
0.016,1.90E-05
0.017,1.91E-05
0.018,1.91E-05
0.019,1.92E-05
0.02,1.93E-05
0.021,1.94E-05
0.022,1.94E-05
0.023,1.95E-05
0.024,1.95E-05
0.025,1.96E-05
0.026,1.96E-05
0.027,1.96E-05
0.028,1.97E-05
0.029,1.97E-05
0.03,1.97E-05
0.031,1.97E-05
0.032,1.97E-05
0.033,1.97E-05
0.034,1.97E-05
0.035,1.97E-05
0.036,1.97E-05
0.037,1.96E-05
0.038,1.96E-05
0.039,1.96E-05
0.04,1.96E-05
0.041,1.95E-05
0.042,1.95E-05
0.043,1.95E-05
0.044,1.94E-05
0.045,1.94E-05
0.046,1.93E-05
0.047,1.93E-05
0.048,1.92E-05
0.049,1.92E-05
0.05,1.91E-05
0.051,1.91E-05
0.052,1.90E-05
0.053,1.90E-05
0.054,1.89E-05
0.055,1.89E-05
0.056,1.88E-05
0.057,1.88E-05
0.058,1.87E-05
0.059,1.87E-05
0.06,1.86E-05
0.061,1.86E-05
0.062,1.85E-05
0.063,1.85E-05
0.064,1.84E-05
0.065,1.84E-05
0.066,1.83E-05
0.067,1.83E-05
0.068,1.83E-05
0.069,1.82E-05
0.07,1.82E-05
0.071,1.82E-05
0.072,1.81E-05
0.073,1.81E-05
0.074,1.81E-05
0.075,1.81E-05
0.076,1.81E-05
0.077,1.80E-05
0.078,1.80E-05
0.079,1.80E-05
0.08,1.80E-05
0.081,1.80E-05
0.082,1.80E-05
0.083,1.80E-05
0.084,1.80E-05
0.085,1.81E-05
0.086,1.81E-05
0.087,1.81E-05
0.088,1.81E-05
0.089,1.82E-05
0.09,1.82E-05
0.091,1.82E-05
0.092,1.83E-05
0.093,1.83E-05
0.094,1.84E-05
0.095,1.84E-05
0.096,1.85E-05
0.097,1.86E-05
0.098,1.87E-05
0.099,1.87E-05
0.1,1.88E-05
0.101,1.89E-05
0.102,1.90E-05
0.103,1.91E-05
0.104,1.92E-05
0.105,1.93E-05
0.106,1.94E-05
0.107,1.95E-05
0.108,1.97E-05
0.109,1.98E-05
0.11,1.99E-05
0.111,2.01E-05
0.112,2.02E-05
0.113,2.04E-05
0.114,2.05E-05
0.115,2.07E-05
0.116,2.08E-05
0.117,2.10E-05
0.118,2.12E-05
0.119,2.13E-05
0.12,2.15E-05
0.121,2.17E-05
0.122,2.19E-05
0.123,2.21E-05
0.124,2.22E-05
0.125,2.24E-05
0.126,2.26E-05
0.127,2.28E-05
0.128,2.30E-05
0.129,2.32E-05
0.13,2.34E-05
0.131,2.36E-05
0.132,2.38E-05
0.133,2.40E-05
0.134,2.42E-05
0.135,2.44E-05
0.136,2.46E-05
0.137,2.48E-05
0.138,2.50E-05
0.139,2.52E-05
0.14,2.54E-05
0.141,2.56E-05
0.142,2.58E-05
0.143,2.60E-05
0.144,2.62E-05
0.145,2.64E-05
0.146,2.66E-05
0.147,2.67E-05
0.148,2.69E-05
0.149,2.71E-05
0.15,2.72E-05
0.151,2.74E-05
0.152,2.75E-05
0.153,2.77E-05
0.154,2.78E-05
0.155,2.80E-05
0.156,2.81E-05
0.157,2.82E-05
0.158,2.83E-05
0.159,2.84E-05
0.16,2.85E-05
0.161,2.86E-05
0.162,2.87E-05
0.163,2.88E-05
0.164,2.89E-05
0.165,2.89E-05
0.166,2.90E-05
0.167,2.90E-05
