Ep,bg,bic_margin,cluster,comp,file,fit_line,fwhm,ip,order,order_src,polarity,pon,scan,solution,status,transform_mode
0.1770074607775991,Cv1,-780.1936680517766,3,1,Cv2,joint_locks,0.9291097235432733,-2.1557743550505556e-06,0.5563980654881306,ca_beta,-1,63.36245531399112,1,sample,multi_resolved,continuous
0.18548179463158762,Cv1,-783.9241440117416,4,0,Cv2,joint_locks,0.9471392338375328,2.3363669868084892e-06,0.5563980654881306,ca_beta,1,74.63335423686335,3,sample,multi_resolved,continuous
0.1773425908008821,Cv1,-783.9241440117416,4,1,Cv2,joint_locks,0.9281972545149277,-2.1466989434265618e-06,0.5563980654881306,ca_beta,-1,69.03749278121872,2,sample,multi_resolved,continuous
0.18545289036259716,Cv1,-774.4427495793411,5,0,Cv2,joint_locks,0.9467645738687334,2.3324583062296796e-06,0.5563980654881306,ca_beta,1,130.10605852176204,4,sample,multi_resolved,continuous
0.17733426012511092,Cv1,-774.4427495793411,5,1,Cv2,joint_locks,0.9285645746997684,-2.1451959685582405e-06,0.5563980654881306,ca_beta,-1,71.65743126505674,3,sample,multi_resolved,continuous
nan,Cv1,-171.3245608223515,6,-1,Cv2,joint_locks,nan,nan,0.5563980654881306,ca_beta,0,nan,4,sample,rejected_noise,continuous
0.17357354567186944,Cv1,-526.4952015846462,7,0,Cv2,joint_locks,0.9204864998066039,-2.076676221118272e-06,0.5563980654881306,ca_beta,-1,121.91638913328136,4,sample,single_resolved,continuous
0.180548628093823,Cv1,-516.3251013544882,0,0,Cv2,frozen,0.9388152105485644,2.215121469184558e-06,0.5563980654881306,ca_beta,1,110.29370179439672,0,sample,single_resolved,per_scan
nan,Cv1,-72.5955119104238,1,-1,Cv2,frozen,nan,nan,0.5563980654881306,ca_beta,0,nan,0,sample,rejected_noise,per_scan
0.1934208982107163,Cv1,-318.3640008148563,2,0,Cv2,frozen,1.0831157860041667,2.9005120768297177e-06,0.5563980654881306,ca_beta,1,72.63154084563392,1,sample,single_resolved,per_scan
0.19429820455528105,Cv1,-307.0849490078149,3,0,Cv2,frozen,1.094796197012622,2.941726996817053e-06,0.5563980654881306,ca_beta,1,72.19407042237962,2,sample,single_resolved,per_scan
0.19695006797130252,Cv1,-12.336132227699238,4,0,Cv2,frozen,1.06907066065561,3.000013584203113e-06,0.5563980654881306,ca_beta,1,80.33137221730438,3,sample,single_resolved,per_scan
0.19407915303728757,Cv1,-300.2588395361489,5,0,Cv2,frozen,1.1044782126695347,2.971248111394229e-06,0.5563980654881306,ca_beta,1,141.15136964219204,4,sample,single_resolved,per_scan
nan,Cv1,-109.7349364857231,6,-1,Cv2,frozen,nan,nan,0.5563980654881306,ca_beta,0,nan,4,sample,rejected_noise,per_scan
0.1732989975486223,Cv1,-553.9803496919575,7,0,Cv2,frozen,0.9182500724811604,-2.0441513232238276e-06,0.5563980654881306,ca_beta,-1,114.07171434790429,4,sample,single_resolved,per_scan
