E,current_mean,current_sd,day,n_replicates,polished
0.16843,5.4764645e-07,3.0221510867304954e-08,T,20,True
0.173384,5.5636465e-07,3.079489450383995e-08,T,20,True
0.178338,5.588259e-07,2.782956124793618e-08,T,20,True
0.183292,5.668816500000001e-07,3.2632893196048946e-08,T,20,True
0.188246,5.692256e-07,2.588400814849932e-08,T,20,True
0.1932,5.771308999999999e-07,3.380782547047508e-08,T,20,True
0.198154,5.7957815e-07,2.426009475244002e-08,T,20,True
0.203107,5.866895999999999e-07,3.4497262378644664e-08,T,20,True
0.208061,5.892968000000001e-07,2.345921480177436e-08,T,20,True
0.213015,5.959901499999999e-07,3.502380720426576e-08,T,20,True
0.217969,5.990198999999999e-07,2.2872599467715206e-08,T,20,True
0.222923,6.045578500000001e-07,3.547402672567932e-08,T,20,True
0.227877,6.083955e-07,2.2779383780538334e-08,T,20,True
0.23283,6.130599000000001e-07,3.528601868028274e-08,T,20,True
0.237784,6.179496999999999e-07,2.319290817447164e-08,T,20,True
0.242738,6.212095499999999e-07,3.4144659240964455e-08,T,20,True
0.247692,6.267475000000001e-07,2.4699060969791425e-08,T,20,True
0.252646,6.293639000000001e-07,3.2632392931112584e-08,T,20,True
0.2576,6.352495000000001e-07,2.6993525928500547e-08,T,20,True
0.262554,6.372598500000001e-07,3.096927324449357e-08,T,20,True
0.267507,6.434508e-07,3.0114986331515544e-08,T,20,True
0.272461,6.450432e-07,2.9453662775710306e-08,T,20,True
0.277415,6.518494e-07,3.256387001183011e-08,T,20,True
0.282369,6.5174135e-07,2.81435985659168e-08,T,20,True
0.287323,6.5966545e-07,3.474398823798988e-08,T,20,True
0.292277,6.5945885e-07,2.7106281665200012e-08,T,20,True
0.297231,6.679091000000001e-07,3.659771934496235e-08,T,20,True
0.302184,6.667018e-07,2.6774936828467417e-08,T,20,True
0.297231,5.4339095e-07,3.23686866967298e-08,T,20,True
0.292277,4.4891129999999997e-07,1.8060226877108477e-08,T,20,True
0.287323,3.855413500000001e-07,2.5685023466020036e-08,T,20,True
0.282369,3.226458000000001e-07,1.560475738053185e-08,T,20,True
0.277415,2.8047430000000006e-07,2.2004535554241872e-08,T,20,True
0.272461,2.3415975e-07,1.4964219074617893e-08,T,20,True
0.267507,2.0262739999999997e-07,1.910243970475196e-08,T,20,True
0.262554,1.6778355e-07,1.4593410962612004e-08,T,20,True
0.2576,1.42757205e-07,1.7340883665472397e-08,T,20,True
0.252646,1.1607251949999997e-07,1.4381989122945797e-08,T,20,True
0.247692,9.511369749999999e-08,1.6296055094759935e-08,T,20,True
0.242738,7.442250850000001e-08,1.4878507419707364e-08,T,20,True
0.237784,5.57886985e-08,1.5727010071172816e-08,T,20,True
0.23283,3.97430475e-08,1.516903371632619e-08,T,20,True
0.227877,2.24291518e-08,1.504473478765972e-08,T,20,True
0.222923,1.032445565e-08,1.5277458080853248e-08,T,20,True
0.217969,-6.9753488e-09,1.4024338082093612e-08,T,20,True
0.213015,-1.553835285e-08,1.547813116734263e-08,T,20,True
0.208061,-3.3580315e-08,1.309772335781721e-08,T,20,True
0.203107,-3.89022475e-08,1.5979708869498373e-08,T,20,True
0.198154,-5.8146695500000005e-08,1.2382269750781588e-08,T,20,True
0.1932,-6.1124723e-08,1.635295619984772e-08,T,20,True
0.188246,-8.07167635e-08,1.2267818606254794e-08,T,20,True
0.183292,-8.271777199999998e-08,1.631744737975198e-08,T,20,True
0.178338,-1.02215875e-07,1.1962781703033216e-08,T,20,True
0.173384,-1.0360153950000001e-07,1.5489434882215847e-08,T,20,True
0.16843,-1.2268149200000002e-07,1.2325052838994925e-08,T,20,True
0.163477,-1.2476696500000003e-07,1.504505786769844e-08,T,20,True
0.158523,-1.4235779000000002e-07,1.3433486062150807e-08,T,20,True
0.153569,-1.4590416499999997e-07,1.4788132588071922e-08,T,20,True
0.148615,-1.6158330000000003e-07,1.467592258052194e-08,T,20,True
0.143661,-1.6718719999999998e-07,1.5067498816640858e-08,T,20,True
0.138707,-1.8078545000000003e-07,1.559333173431245e-08,T,20,True
0.133754,-1.8867685000000003e-07,1.4897158691561921e-08,T,20,True
0.1288001,-1.9943339999999998e-07,1.5789341609552877e-08,T,20,True
0.1238463,-2.1043900000000002e-07,1.4261384752282356e-08,T,20,True
0.1188924,-2.183067e-07,1.5446595745205144e-08,T,20,True
0.1139386,-2.323091e-07,1.376990783480221e-08,T,20,True
0.1089847,-2.3732579999999998e-07,1.497457535677688e-08,T,20,True
0.1040309,-2.5460669999999997e-07,1.3393481148442488e-08,T,20,True
0.09907701,-2.5694605e-07,1.4399224257156864e-08,T,20,True
0.09412316,-2.7659434999999997e-07,1.3333095594580071e-08,T,20,True
0.08916931,-2.7649105000000006e-07,1.3475393092498955e-08,T,20,True
0.08421546,-2.9834705e-07,1.2701830939195139e-08,T,20,True
0.07926161,-2.977225500000001e-07,1.2002216345654447e-08,T,20,True
0.07430775,-3.202455e-07,1.2538821922753606e-08,T,20,True
0.06935391,-3.1984149999999997e-07,1.1757748265002012e-08,T,20,True
0.06440006,-3.4189974999999995e-07,1.304966431459768e-08,T,20,True
0.05944621,-3.4261840000000005e-07,1.3017837379615145e-08,T,20,True
0.05449236,-3.635537e-07,1.4558756128547735e-08,T,20,True
0.0495385,-3.6580364999999996e-07,1.489949910240715e-08,T,20,True
0.04458466,-3.854286e-07,1.6092761639942352e-08,T,20,True
0.0396308,-3.8989564999999996e-07,1.719202675132927e-08,T,20,True
0.03467696,-4.0660834999999996e-07,1.7357221658812736e-08,T,20,True
0.0297231,-4.1419899999999996e-07,1.886340909357529e-08,T,20,True
0.02476925,-4.2796180000000005e-07,1.8160491465642777e-08,T,20,True
0.0198154,-4.3885470000000004e-07,2.0217005757529973e-08,T,20,True
0.01486155,-4.4907105e-07,1.8880180932660575e-08,T,20,True
0.009907701,-4.639047e-07,2.1588416658013626e-08,T,20,True
0.00495385,-4.7057490000000005e-07,1.957439264339751e-08,T,20,True
0.0,-3.811775e-07,1.919391771282421e-08,Y,10,True
-0.00495385,-3.961054e-07,1.6662544484895183e-08,Y,10,True
-0.009907701,-4.116061e-07,1.9124517483818753e-08,Y,10,True
-0.01486155,-4.283282e-07,1.6317535739878808e-08,Y,10,True
-0.0198154,-4.4589570000000006e-07,1.9362820765867535e-08,Y,10,True
-0.02476925,-4.6423359999999995e-07,1.7141969024719544e-08,Y,10,True
-0.0297231,-4.84037e-07,1.996711090769018e-08,Y,10,True
-0.03467696,-5.044980999999999e-07,1.9044082565633526e-08,Y,10,True
-0.0396308,-5.26556e-07,2.109531278638826e-08,Y,10,True
-0.04458466,-5.492249000000001e-07,2.1582591057763803e-08,Y,10,True
-0.0495385,-5.741201e-07,2.281760875800385e-08,Y,10,True
-0.05449236,-5.992313999999999e-07,2.4697180591224485e-08,Y,10,True
-0.05944621,-6.264469e-07,2.5093491942688606e-08,Y,10,True
-0.06440006,-6.543765e-07,2.817424651560751e-08,Y,10,True
-0.06935391,-6.844761000000001e-07,2.777889547620239e-08,Y,10,True
-0.07430775,-7.152052e-07,3.154923633448026e-08,Y,10,True
-0.07926161,-7.480858e-07,3.0871721072132585e-08,Y,10,True
-0.08421546,-7.817082e-07,3.4961358929220395e-08,Y,10,True
-0.08916931,-8.17031e-07,3.42320935413279e-08,Y,10,True
-0.09412316,-8.535848999999999e-07,3.8382928561912635e-08,Y,10,True
-0.09907701,-8.90364e-07,3.782908127060158e-08,Y,10,True
-0.1040309,-9.296139000000001e-07,4.160555818757873e-08,Y,10,True
-0.1089847,-9.693334999999997e-07,4.162712617526113e-08,Y,10,True
-0.1139386,-1.0105372999999997e-06,4.493802736126968e-08,Y,10,True
-0.1188924,-1.0519103e-06,4.5715493578460046e-08,Y,10,True
-0.1238463,-1.0946830000000002e-06,4.823885150880864e-08,Y,10,True
-0.1288001,-1.1373429e-06,5.001384682809798e-08,Y,10,True
-0.133754,-1.1809332e-06,5.1850432101060305e-08,Y,10,True
-0.138707,-1.2241285000000001e-06,5.469378079056761e-08,Y,10,True
-0.143661,-1.2682352999999997e-06,5.588337659815404e-08,Y,10,True
-0.148615,-1.3114779000000002e-06,5.96869707566065e-08,Y,10,True
-0.153569,-1.3546828e-06,6.028503386561031e-08,Y,10,True
-0.158523,-1.3972297999999998e-06,6.504620146702567e-08,Y,10,True
-0.163477,-1.4392043e-06,6.549863284077852e-08,Y,10,True
-0.16843,-1.4803517000000002e-06,7.092565391238912e-08,Y,10,True
-0.173384,-1.5203907e-06,7.146200732798126e-08,Y,10,True
-0.178338,-1.5594997e-06,7.718090914360449e-08,Y,10,True
-0.183292,-1.5969269e-06,7.830322332013049e-08,Y,10,True
-0.188246,-1.6336403000000004e-06,8.392272934345945e-08,Y,10,True
-0.1932,-1.6674038000000001e-06,8.581786981845781e-08,Y,10,True
-0.198154,-1.7011108000000003e-06,9.107954789059701e-08,Y,10,True
-0.203107,-1.7319717e-06,9.392332050259576e-08,Y,10,True
-0.208061,-1.7622120999999999e-06,9.855377073619361e-08,Y,10,True
-0.213015,-1.7894652999999999e-06,1.0233429447762538e-07,Y,10,True
-0.217969,-1.8160515000000001e-06,1.060857030217131e-07,Y,10,True
-0.222923,-1.8397911999999998e-06,1.1069687325986733e-07,Y,10,True
-0.227877,-1.8625067999999998e-06,1.1354157825395947e-07,Y,10,True
-0.23283,-1.8827990000000002e-06,1.1859168276907118e-07,Y,10,True
-0.237784,-1.9020950000000003e-06,1.2048674357049507e-07,Y,10,True
-0.242738,-1.9192302000000005e-06,1.2563672914646507e-07,Y,10,True
-0.247692,-1.9347121999999997e-06,1.2667796271192731e-07,Y,10,True
-0.252646,-1.9490575999999996e-06,1.3170366990094764e-07,Y,10,True
-0.2576,-1.9615990999999997e-06,1.3207019444089405e-07,Y,10,True
-0.262554,-1.9734736e-06,1.365246880532764e-07,Y,10,True
-0.267507,-1.9834599e-06,1.3637260099647744e-07,Y,10,True
-0.272461,-1.9934556e-06,1.3991896922004533e-07,Y,10,True
-0.277415,-2.0014127000000003e-06,1.3953864731643352e-07,Y,10,True
-0.282369,-2.0100179000000004e-06,1.420820199888079e-07,Y,10,True
-0.287323,-2.0156358000000005e-06,1.4161740630052825e-07,Y,10,True
-0.292277,-2.023433e-06,1.4308801558326108e-07,Y,10,True
-0.297231,-2.0290228999999996e-06,1.4265664523950115e-07,Y,10,True
-0.302184,-2.0360215e-06,1.4310573574439445e-07,Y,10,True
-0.297231,-1.8884729000000002e-06,1.430963707020552e-07,Y,10,True
-0.292277,-1.781048e-06,1.4031212501657386e-07,Y,10,True
-0.287323,-1.6912186e-06,1.38001630620962e-07,Y,10,True
-0.282369,-1.6152366000000002e-06,1.3361928616134226e-07,Y,10,True
-0.277415,-1.5471178999999997e-06,1.3147126826670364e-07,Y,10,True
-0.272461,-1.4862702000000002e-06,1.2662702186939052e-07,Y,10,True
-0.267507,-1.4314164000000002e-06,1.2488142647879138e-07,Y,10,True
-0.262554,-1.3804985000000002e-06,1.196995090765483e-07,Y,10,True
-0.2576,-1.3341653000000002e-06,1.1811115902878198e-07,Y,10,True
-0.252646,-1.2897390000000001e-06,1.1320869305647669e-07,Y,10,True
-0.247692,-1.2493149e-06,1.1155423610110015e-07,Y,10,True
-0.242738,-1.2093698999999999e-06,1.0692225951123968e-07,Y,10,True
-0.237784,-1.1728819999999997e-06,1.0518591870693636e-07,Y,10,True
-0.23283,-1.1358588e-06,1.0092239689186934e-07,Y,10,True
-0.227877,-1.1021518000000003e-06,9.894180771971192e-08,Y,10,True
-0.222923,-1.0675519e-06,9.518857582533501e-08,Y,10,True
-0.217969,-1.035517e-06,9.27364892130145e-08,Y,10,True
-0.213015,-1.0025614000000003e-06,8.951840562104164e-08,Y,10,True
-0.208061,-9.716819e-07,8.672227678367566e-08,Y,10,True
-0.203107,-9.397973e-07,8.40619348272451e-08,Y,10,True
-0.198154,-9.093970000000001e-07,8.078724841348552e-08,Y,10,True
-0.1932,-8.784518e-07,7.863260040749284e-08,Y,10,True
-0.188246,-8.485212999999999e-07,7.508102816742573e-08,Y,10,True
-0.183292,-8.181963000000001e-07,7.328909939873583e-08,Y,10,True
-0.178338,-7.877959e-07,6.95425409858359e-08,Y,10,True
-0.173384,-7.582129e-07,6.810520762345072e-08,Y,10,True
-0.16843,-7.27559e-07,6.433508617128501e-08,Y,10,True
-0.163477,-6.983892999999999e-07,6.312659101634148e-08,Y,10,True
-0.158523,-6.676883000000001e-07,5.945906394047737e-08,Y,10,True
-0.153569,-6.389039999999999e-07,5.835901694016291e-08,Y,10,True
-0.148615,-6.083909e-07,5.498517017331936e-08,Y,10,True
-0.143661,-5.799257e-07,5.3858443374068805e-08,Y,10,True
-0.138707,-5.494034e-07,5.0903054372885046e-08,Y,10,True
-0.133754,-5.214172e-07,4.9750584407064446e-08,Y,10,True
-0.1288001,-4.917215e-07,4.7332692292020656e-08,Y,10,True
-0.1238463,-4.639893e-07,4.6064657845853536e-08,Y,10,True
-0.1188924,-4.3514839999999994e-07,4.4223096904470876e-08,Y,10,True
-0.1139386,-4.080643999999999e-07,4.278210149168042e-08,Y,10,True
-0.1089847,-3.803415e-07,4.1486858594687016e-08,Y,10,True
-0.1040309,-3.5368019999999996e-07,3.996579877789953e-08,Y,10,True
-0.09907701,-3.2723479999999994e-07,3.917380300036124e-08,Y,10,True
-0.09412316,-3.0197330000000006e-07,3.763145406010479e-08,Y,10,True
-0.08916931,-2.767587e-07,3.713388142638592e-08,Y,10,True
-0.08421546,-2.513658e-07,3.583767233202762e-08,Y,10,True
-0.07926161,-2.27861e-07,3.5391084360644026e-08,Y,10,True
-0.07430775,-2.03379e-07,3.424105349820105e-08,Y,10,True
-0.06935391,-1.813962e-07,3.381739255603379e-08,Y,10,True
-0.06440006,-1.578633e-07,3.307194024281678e-08,Y,10,True
-0.05944621,-1.3710181e-07,3.2638737494559705e-08,Y,10,True
-0.05449236,-1.14827707e-07,3.2064098657758796e-08,Y,10,True
-0.0495385,-9.508076599999999e-08,3.1616743326684155e-08,Y,10,True
-0.04458466,-7.382125699999999e-08,3.124055310263855e-08,Y,10,True
-0.0396308,-5.5229726e-08,3.075403732657812e-08,Y,10,True
-0.03467696,-3.5463894000000005e-08,3.0528705108796025e-08,Y,10,True
-0.0297231,-1.7642698900000003e-08,3.0127497402733176e-08,Y,10,True
-0.02476925,8.642857999999994e-10,2.9843837376388404e-08,Y,10,True
-0.0198154,1.7793011599999996e-08,2.951144664733843e-08,Y,10,True
-0.01486155,3.490962340000001e-08,2.9196052527557523e-08,Y,10,True
-0.009907701,5.12934735e-08,2.9197592454164786e-08,Y,10,True
-0.00495385,6.704789699999999e-08,2.872980029068116e-08,Y,10,True
0.0,8.2454729e-08,2.8897071441921603e-08,Y,10,True
0.00495385,9.702544699999999e-08,2.821266642737464e-08,Y,10,True
0.009907701,1.12234785e-07,2.876411421475773e-08,Y,10,True
0.01486155,1.2532126199999999e-07,2.783069260643436e-08,Y,10,True
0.0198154,1.39882516e-07,2.861719466973783e-08,Y,10,True
0.02476925,1.5196359e-07,2.7533485672962335e-08,Y,10,True
0.0297231,1.6573565000000002e-07,2.845995564926856e-08,Y,10,True
0.03467696,1.7701851999999998e-07,2.7351096955324394e-08,Y,10,True
0.0396308,1.897855e-07,2.818400701442023e-08,Y,10,True
0.04458466,2.00401e-07,2.7337027750328354e-08,Y,10,True
0.0495385,2.124448e-07,2.788236342923605e-08,Y,10,True
0.05449236,2.224498e-07,2.7304768622185964e-08,Y,10,True
0.05944621,2.3330970000000004e-07,2.757907019643701e-08,Y,10,True
0.06440006,2.430048e-07,2.727513344014613e-08,Y,10,True
0.06935391,2.5299080000000003e-07,2.7135163295375e-08,Y,10,True
0.07430775,2.622444e-07,2.729400138491973e-08,Y,10,True
0.07926161,2.713758e-07,2.6616689587967582e-08,Y,10,True
0.08421546,2.804979e-07,2.7228227932096903e-08,Y,10,True
0.08916931,2.887648e-07,2.6156880186036462e-08,Y,10,True
0.09412316,2.9695670000000003e-07,2.697593993440162e-08,Y,10,True
0.09907701,3.0483859999999997e-07,2.5502895195992505e-08,Y,10,True
0.1040309,3.1376349999999996e-07,2.673089899244776e-08,Y,10,True
0.1089847,3.207715e-07,2.4988904534479562e-08,Y,10,True
0.1139386,3.2948970000000004e-07,2.6299102405680013e-08,Y,10,True
0.1188924,3.361032e-07,2.453265253946711e-08,Y,10,True
0.1238463,3.4448320000000004e-07,2.5703385491668863e-08,Y,10,True
0.1288001,3.510028e-07,2.3989578745780418e-08,Y,10,True
0.133754,3.589693e-07,2.483456155821738e-08,Y,10,True
0.138707,3.6560169999999996e-07,2.3476301563964934e-08,Y,10,True
0.143661,3.7333349999999996e-07,2.3901734061918326e-08,Y,10,True
0.148615,3.8001280000000007e-07,2.2893268335182433e-08,Y,10,True
0.153569,3.871429e-07,2.286838439345173e-08,Y,10,True
0.158523,3.940855e-07,2.2277590206054348e-08,Y,10,True
0.163477,4.0099039999999996e-07,2.1638297864871187e-08,Y,10,True
0.16843,4.0795160000000003e-07,2.165191243388086e-08,Y,10,True
0.173384,4.146875e-07,2.0384821064540485e-08,Y,10,True
0.178338,4.2190240000000006e-07,2.0796922636668032e-08,Y,10,True
0.183292,4.2831880000000005e-07,1.9113471024966185e-08,Y,10,True
0.188246,4.3583429999999993e-07,2.005178376132934e-08,Y,10,True
0.1932,4.4217560000000003e-07,1.7944879920962907e-08,Y,10,True
0.198154,4.4980380000000004e-07,1.9035024839022993e-08,Y,10,True
0.203107,4.560136e-07,1.700808604556473e-08,Y,10,True
0.208061,4.6370739999999995e-07,1.811074944887706e-08,Y,10,True
0.213015,4.701522000000001e-07,1.6049592489115318e-08,Y,10,True
0.217969,4.778274e-07,1.716481478166569e-08,Y,10,True
0.222923,4.844786e-07,1.554516037013878e-08,Y,10,True
0.227877,4.920506000000001e-07,1.6475865798865398e-08,Y,10,True
0.23283,4.991338e-07,1.533544870770553e-08,Y,10,True
0.237784,5.067996999999999e-07,1.6233388337004683e-08,Y,10,True
0.242738,5.141838e-07,1.5424007324802323e-08,Y,10,True
0.247692,5.214738e-07,1.616291323300899e-08,Y,10,True
0.252646,5.294309e-07,1.5861488640029274e-08,Y,10,True
0.2576,5.367772000000001e-07,1.6740288201421946e-08,Y,10,True
0.262554,5.448378000000001e-07,1.6684779230051418e-08,Y,10,True
0.267507,5.522498e-07,1.7779922676997207e-08,Y,10,True
0.272461,5.608176e-07,1.7861957633162416e-08,Y,10,True
0.277415,5.683424e-07,1.9116442766488878e-08,Y,10,True
0.282369,5.762244999999999e-07,1.9199761394640095e-08,Y,10,True
0.287323,5.841815e-07,2.069604088413477e-08,Y,10,True
0.292277,5.931530000000001e-07,2.0738409978695214e-08,Y,10,True
0.297231,6.010727000000001e-07,2.2320008587463482e-08,Y,10,True
0.302184,6.100912e-07,2.247694670743537e-08,Y,10,True
0.297231,4.798564e-07,2.8814414826996266e-08,Y,10,True
0.292277,3.949779e-07,3.063668883127622e-08,Y,10,True
0.287323,3.293581e-07,3.220131910151784e-08,Y,10,True
0.282369,2.7641130000000003e-07,3.191597637216961e-08,Y,10,True
0.277415,2.3328150000000002e-07,3.162152758714298e-08,Y,10,True
0.272461,1.956099e-07,3.099860179086936e-08,Y,10,True
0.267507,1.6419510000000001e-07,2.9614834827798342e-08,Y,10,True
0.262554,1.3611541e-07,2.9259658959941945e-08,Y,10,True
0.2576,1.1260130300000002e-07,2.7207552455751468e-08,Y,10,True
0.252646,9.0721774e-08,2.7289951485512922e-08,Y,10,True
0.247692,7.2336955e-08,2.4894151265123946e-08,Y,10,True
0.242738,5.4760015e-08,2.5384177238999032e-08,Y,10,True
0.237784,3.986047600000001e-08,2.2893678053227418e-08,Y,10,True
0.23283,2.51300456e-08,2.3892366077273625e-08,Y,10,True
0.227877,1.2701240899999998e-08,2.131069538952731e-08,Y,10,True
0.222923,2.254661999999994e-10,2.249381660909166e-08,Y,10,True
0.217969,-1.0625076799999999e-08,2.0288561600456008e-08,Y,10,True
0.213015,-2.14004646e-08,2.1504867597984373e-08,Y,10,True
0.208061,-3.1358535400000004e-08,1.9732423484273866e-08,Y,10,True
0.203107,-4.07811275e-08,2.0691714143561486e-08,Y,10,True
0.198154,-5.004401760000001e-08,1.950350430452731e-08,Y,10,True
0.1932,-5.8498985000000005e-08,2.011890656635596e-08,Y,10,True
0.188246,-6.7433069e-08,1.970497343835896e-08,Y,10,True
0.183292,-7.4929805e-08,1.9792433454656494e-08,Y,10,True
0.178338,-8.3572665e-08,2.0012138873556634e-08,Y,10,True
0.173384,-9.0468154e-08,1.960434754666378e-08,Y,10,True
0.16843,-9.8829184e-08,2.0463904805148557e-08,Y,10,True
0.163477,-1.0534890599999999e-07,1.953019026332775e-08,Y,10,True
0.158523,-1.13381085e-07,2.108419424302756e-08,Y,10,True
0.153569,-1.19797357e-07,1.9745354962741687e-08,Y,10,True
0.148615,-1.2736916199999999e-07,2.1546509769906177e-08,Y,10,True
0.143661,-1.33766861e-07,2.0054908899271987e-08,Y,10,True
0.138707,-1.4114147000000002e-07,2.207101577061595e-08,Y,10,True
0.133754,-1.4760456999999998e-07,2.054078497039758e-08,Y,10,True
0.1288001,-1.5446242e-07,2.244306272161226e-08,Y,10,True
0.1238463,-1.6109494000000002e-07,2.1151369049055272e-08,Y,10,True
0.1188924,-1.6757709999999998e-07,2.2788657463503387e-08,Y,10,True
0.1139386,-1.745478e-07,2.1716085956932684e-08,Y,10,True
0.1089847,-1.8078560000000002e-07,2.293015486307157e-08,Y,10,True
0.1040309,-1.880662e-07,2.235086779722185e-08,Y,10,True
0.09907701,-1.9411609999999998e-07,2.298701384816122e-08,Y,10,True
0.09412316,-2.0188539999999998e-07,2.296969381695029e-08,Y,10,True
0.08916931,-2.072307e-07,2.287921661950475e-08,Y,10,True
0.08421546,-2.1553540000000003e-07,2.3440429647181047e-08,Y,10,True
0.07926161,-2.2175440000000004e-07,2.2848154314955073e-08,Y,10,True
0.07430775,-2.3023769999999997e-07,2.378776553445536e-08,Y,10,True
0.06935391,-2.367667e-07,2.2636313029437163e-08,Y,10,True
0.06440006,-2.454754e-07,2.3904621892475566e-08,Y,10,True
0.05944621,-2.5283120000000003e-07,2.2330669143579195e-08,Y,10,True
0.05449236,-2.6161489999999996e-07,2.3708624265115936e-08,Y,10,True
0.0495385,-2.6986329999999996e-07,2.1976156170065576e-08,Y,10,True
0.04458466,-2.79126e-07,2.325468842572993e-08,Y,10,True
0.0396308,-2.8841730000000004e-07,2.1472257113928818e-08,Y,10,True
0.03467696,-2.978963e-07,2.2513521009236502e-08,Y,10,True
0.0297231,-3.084179e-07,2.077861754812171e-08,Y,10,True
0.02476925,-3.1850760000000004e-07,2.1423320202267642e-08,Y,10,True
0.0198154,-3.3035399999999994e-07,2.0048700185077113e-08,Y,10,True
0.01486155,-3.412327e-07,2.0081317520134095e-08,Y,10,True
0.009907701,-3.545727e-07,1.9138150404362485e-08,Y,10,True
0.00495385,-3.664003e-07,1.8550597834331674e-08,Y,10,True
