E,current_mean,current_sd,day,n_replicates,polished
-0.07926161,-7.121425499999999e-07,4.86283720957383e-08,T,20,True
-0.08421546,-7.362815e-07,4.0716373778021774e-08,T,20,True
-0.08916931,-7.5883765e-07,5.437705022803859e-08,T,20,True
-0.09412316,-7.8389705e-07,4.7468214463636494e-08,T,20,True
-0.09907701,-8.095344500000001e-07,5.977239915535301e-08,T,20,True
-0.1040309,-8.365246e-07,5.542260569421868e-08,T,20,True
-0.1089847,-8.671504000000001e-07,6.519612891430384e-08,T,20,True
-0.1139386,-8.948308999999998e-07,6.418767148300774e-08,T,20,True
-0.1188924,-9.2908775e-07,7.033838716546941e-08,T,20,True
-0.1238463,-9.582761499999999e-07,7.300619865843765e-08,T,20,True
-0.1288001,-9.9475465e-07,7.54344044691008e-08,T,20,True
-0.133754,-1.0247652e-06,8.145700421410575e-08,T,20,True
-0.138707,-1.0635497999999999e-06,8.048577618606707e-08,T,20,True
-0.143661,-1.09445295e-06,8.854656787516415e-08,T,20,True
-0.148615,-1.1339235e-06,8.517609798930811e-08,T,20,True
-0.153569,-1.16531495e-06,9.468549104131113e-08,T,20,True
-0.158523,-1.20507205e-06,8.914804368693626e-08,T,20,True
-0.163477,-1.2374357999999998e-06,9.915835351152112e-08,T,20,True
-0.16843,-1.2761642e-06,9.248045058486116e-08,T,20,True
-0.173384,-1.30966475e-06,1.0244106586298646e-07,T,20,True
-0.178338,-1.3467632000000003e-06,9.46385603788935e-08,T,20,True
-0.183292,-1.381715e-06,1.0376163381976679e-07,T,20,True
-0.188246,-1.4165308e-06,9.632256209195175e-08,T,20,True
-0.1932,-1.4523751500000001e-06,1.0314054932815298e-07,T,20,True
-0.198154,-1.48518505e-06,9.686808086447147e-08,T,20,True
-0.203107,-1.5229552999999997e-06,1.0079363445392562e-07,T,20,True
-0.208061,-1.5534025e-06,9.693905892363513e-08,T,20,True
-0.213015,-1.59198075e-06,9.695300183017326e-08,T,20,True
-0.217969,-1.6216059e-06,9.57030181957651e-08,T,20,True
-0.222923,-1.6601980999999999e-06,9.270370666801554e-08,T,20,True
-0.227877,-1.6889450999999997e-06,9.398948269992765e-08,T,20,True
-0.23283,-1.7271239999999998e-06,8.788673514724568e-08,T,20,True
-0.237784,-1.7569560000000003e-06,9.166767570902372e-08,T,20,True
-0.242738,-1.79357995e-06,8.342225950609721e-08,T,20,True
-0.247692,-1.8238347999999998e-06,8.899393539751373e-08,T,20,True
-0.252646,-1.85948645e-06,7.969579939301762e-08,T,20,True
-0.2576,-1.8911175999999997e-06,8.61583442935768e-08,T,20,True
-0.262554,-1.9251581500000002e-06,7.705711570699736e-08,T,20,True
-0.267507,-1.9584237499999997e-06,8.389959499549387e-08,T,20,True
-0.272461,-1.99132765e-06,7.628869411806357e-08,T,20,True
-0.277415,-2.0260541000000003e-06,8.186847472359812e-08,T,20,True
-0.282369,-2.05781665e-06,7.786248439955575e-08,T,20,True
-0.287323,-2.0932945e-06,8.14121764017747e-08,T,20,True
-0.292277,-2.1240706499999998e-06,8.07343442514594e-08,T,20,True
-0.297231,-2.16292595e-06,8.330502949274338e-08,T,20,True
-0.302184,-2.1924198000000002e-06,8.519514259911897e-08,T,20,True
-0.297231,-2.03803185e-06,8.477995024288964e-08,T,20,True
-0.292277,-1.9090654500000003e-06,8.208377329063856e-08,T,20,True
-0.287323,-1.8095458e-06,8.037459468906571e-08,T,20,True
-0.282369,-1.7101858499999999e-06,7.576126011239794e-08,T,20,True
-0.277415,-1.6315312000000003e-06,7.450114102312374e-08,T,20,True
-0.272461,-1.54827805e-06,6.937431456463667e-08,T,20,True
-0.267507,-1.4817372e-06,6.838311955723392e-08,T,20,True
-0.262554,-1.4110021499999999e-06,6.385621143366181e-08,T,20,True
-0.2576,-1.3522117499999996e-06,6.212255439293069e-08,T,20,True
-0.252646,-1.2912703500000003e-06,5.940495506293181e-08,T,20,True
-0.247692,-1.23690965e-06,5.664292741308209e-08,T,20,True
-0.242738,-1.1840896500000002e-06,5.60206404821379e-08,T,20,True
-0.237784,-1.13305455e-06,5.214380599687247e-08,T,20,True
-0.23283,-1.0860354000000002e-06,5.3251617730208065e-08,T,20,True
-0.227877,-1.0371187999999998e-06,4.799676106681849e-08,T,20,True
-0.222923,-9.9574105e-07,5.085763195480105e-08,T,20,True
-0.217969,-9.480644500000002e-07,4.404369657328358e-08,T,20,True
-0.213015,-9.110035500000001e-07,4.8245762807650856e-08,T,20,True
-0.208061,-8.642427000000001e-07,4.0696139123871134e-08,T,20,True
-0.203107,-8.305780000000002e-07,4.5878866331838856e-08,T,20,True
-0.198154,-7.8474265e-07,3.758142503428914e-08,T,20,True
-0.1932,-7.536049000000001e-07,4.3481495443343185e-08,T,20,True
-0.188246,-7.089956e-07,3.5747251253031584e-08,T,20,True
-0.183292,-6.795534499999999e-07,4.121785931068308e-08,T,20,True
-0.178338,-6.3586475e-07,3.4067515168798504e-08,T,20,True
-0.173384,-6.071226e-07,3.872879135787878e-08,T,20,True
-0.16843,-5.654396e-07,3.3236717980982547e-08,T,20,True
-0.163477,-5.362230499999999e-07,3.5885692882107604e-08,T,20,True
-0.158523,-4.973536000000001e-07,3.238195556722748e-08,T,20,True
-0.153569,-4.6691575000000015e-07,3.321976621147019e-08,T,20,True
-0.148615,-4.3092115e-07,3.111710828006288e-08,T,20,True
-0.143661,-3.9920095000000003e-07,3.093992677750496e-08,T,20,True
-0.138707,-3.6618885000000004e-07,2.993959798147105e-08,T,20,True
-0.133754,-3.3291394999999996e-07,2.815264859835806e-08,T,20,True
-0.1288001,-3.036268e-07,2.843562122187037e-08,T,20,True
-0.1238463,-2.689005e-07,2.5478774064740733e-08,T,20,True
-0.1188924,-2.4274635e-07,2.6734113138312724e-08,T,20,True
-0.1139386,-2.075362e-07,2.2439988361006452e-08,T,20,True
-0.1089847,-1.8408295e-07,2.6351699436808525e-08,T,20,True
-0.1040309,-1.4913598e-07,1.966311352742008e-08,T,20,True
-0.09907701,-1.2816310700000003e-07,2.6307891334528686e-08,T,20,True
-0.09412316,-9.489292899999998e-08,1.7714033062847125e-08,T,20,True
-0.08916931,-7.545589149999999e-08,2.6982809695764152e-08,T,20,True
-0.08421546,-4.32189795e-08,1.595907488707402e-08,T,20,True
-0.07926161,-2.56843133e-08,2.7359094448294104e-08,T,20,True
-0.07430775,4.4952245999999995e-09,1.537968120920516e-08,T,20,True
-0.06935391,2.071936945e-08,2.8256135902886348e-08,T,20,True
-0.06440006,4.8287261999999985e-08,1.5867111584621754e-08,T,20,True
-0.05944621,6.345923555000002e-08,2.9049936431762285e-08,T,20,True
-0.05449236,8.847655049999999e-08,1.731384480306211e-08,T,20,True
-0.0495385,1.03084801e-07,2.9791092717743123e-08,T,20,True
-0.04458466,1.25166301e-07,1.9319758038629205e-08,T,20,True
-0.0396308,1.399388195e-07,2.925052086403977e-08,T,20,True
-0.03467696,1.5828599e-07,2.1297705324923223e-08,T,20,True
-0.0297231,1.7420464000000003e-07,2.7812314891493285e-08,T,20,True
-0.02476925,1.8868144999999999e-07,2.3875422867514438e-08,T,20,True
-0.0198154,2.05737e-07,2.5511823234273984e-08,T,20,True
-0.01486155,2.1693519999999993e-07,2.6891115444559597e-08,T,20,True
-0.009907701,2.3514154999999998e-07,2.3774787606500513e-08,T,20,True
-0.00495385,2.433663e-07,2.946735004980758e-08,T,20,True
0.0,2.6187795e-07,2.25304724072112e-08,T,20,True
0.00495385,2.687782000000001e-07,3.201015852506826e-08,T,20,True
0.009907701,2.8686719999999993e-07,2.1871542916238032e-08,T,20,True
0.01486155,2.933165e-07,3.357207234169182e-08,T,20,True
0.0198154,3.1024505000000006e-07,2.202315327218153e-08,T,20,True
0.02476925,3.164925e-07,3.495991821244799e-08,T,20,True
0.0297231,3.3234065000000005e-07,2.279504229403494e-08,T,20,True
0.03467696,3.3837675000000006e-07,3.59098390532309e-08,T,20,True
0.0396308,3.5340780000000005e-07,2.3769185918349262e-08,T,20,True
0.04458466,3.5922759999999994e-07,3.598420615887213e-08,T,20,True
0.0495385,3.7368095000000005e-07,2.5336604104016864e-08,T,20,True
0.05449236,3.79092e-07,3.4885899218965094e-08,T,20,True
0.05944621,3.925543e-07,2.7347829149101045e-08,T,20,True
0.06440006,3.9814385e-07,3.2973921107245375e-08,T,20,True
0.06935391,4.101263499999999e-07,2.9879137420218736e-08,T,20,True
0.07430775,4.1657575000000003e-07,3.059848541809838e-08,T,20,True
0.07926161,4.2653385e-07,3.227482941742193e-08,T,20,True
0.08421546,4.3447690000000004e-07,2.846162842717043e-08,T,20,True
0.08916931,4.420252e-07,3.396026267736734e-08,T,20,True
0.09412316,4.504146e-07,2.6511159579555016e-08,T,20,True
0.09907701,4.564314999999999e-07,3.504050040272948e-08,T,20,True
0.1040309,4.6665250000000003e-07,2.5032543650847375e-08,T,20,True
0.1089847,4.7134984999999993e-07,3.561351687103767e-08,T,20,True
0.1139386,4.8141595e-07,2.4496372213634973e-08,T,20,True
0.1188924,4.854227e-07,3.610934382225305e-08,T,20,True
0.1238463,4.955687e-07,2.4196441234850627e-08,T,20,True
0.1288001,4.9903525e-07,3.6669710499158644e-08,T,20,True
0.133754,5.085799e-07,2.422073986852894e-08,T,20,True
0.138707,5.1222025e-07,3.623471909628721e-08,T,20,True
0.143661,5.2171325e-07,2.4856098078158856e-08,T,20,True
0.148615,5.2451745e-07,3.484040654405833e-08,T,20,True
0.153569,5.338649999999999e-07,2.6324269810435993e-08,T,20,True
0.158523,5.3639205e-07,3.265877059515319e-08,T,20,True
0.163477,5.454577e-07,2.8480831635366717e-08,T,20,True
