scan,potential,current,time
,0.000000e+00,-9.479726e-08,
,0.000000e+00,-9.479726e-08,
,0.000000e+00,9.479726e-08,
,0.000000e+00,-4.885090e-07,
,0.000000e+00,-4.321420e-07,
,0.000000e+00,-3.945650e-07,
,0.000000e+00,-3.738970e-07,
,0.000000e+00,-3.457140e-07,
,0.000000e+00,-3.212880e-07,
,0.000000e+00,-3.087940e-07,
,0.000000e+00,-2.908500e-07,
,0.000000e+00,-2.749740e-07,
,0.000000e+00,-2.608820e-07,
,0.000000e+00,-2.482940e-07,
,0.000000e+00,-2.370200e-07,
,0.000000e+00,-2.268740e-07,
,0.000000e+00,-2.174800e-07,
,0.000000e+00,-2.090250e-07,
,0.000000e+00,-2.012280e-07,
,0.000000e+00,-1.940880e-07,
,0.000000e+00,-1.876060e-07,
,0.000000e+00,-1.814060e-07,
,0.000000e+00,-1.757690e-07,
,0.000000e+00,-1.704140e-07,
,0.000000e+00,-1.655290e-07,
0,0.000000e+00,-1.614890e-07,
0,-4.953850e-03,-2.172920e-07,
0,-9.907701e-03,-2.439720e-07,
0,-1.486155e-02,-2.722490e-07,
0,-1.981540e-02,-2.919780e-07,
0,-2.476925e-02,-3.180000e-07,
0,-2.972310e-02,-3.389500e-07,
0,-3.467696e-02,-3.661000e-07,
0,-3.963080e-02,-3.898670e-07,
0,-4.458466e-02,-4.178630e-07,
0,-4.953850e-02,-4.446370e-07,
0,-5.449236e-02,-4.730080e-07,
0,-5.944621e-02,-5.015670e-07,
0,-6.440006e-02,-5.295620e-07,
0,-6.935391e-02,-5.597180e-07,
0,-7.430775e-02,-5.867740e-07,
0,-7.926161e-02,-6.177760e-07,
0,-8.421546e-02,-6.437980e-07,
0,-8.916931e-02,-6.749880e-07,
0,-9.412316e-02,-6.997890e-07,
0,-9.907701e-02,-7.297570e-07,
0,-1.040309e-01,-7.534310e-07,
0,-1.089847e-01,-7.836810e-07,
0,-1.139386e-01,-8.056640e-07,
0,-1.188924e-01,-8.347870e-07,
0,-1.238463e-01,-8.555480e-07,
0,-1.288001e-01,-8.832620e-07,
0,-1.337540e-01,-9.031780e-07,
0,-1.387070e-01,-9.291070e-07,
0,-1.436610e-01,-9.487410e-07,
0,-1.486150e-01,-9.721330e-07,
0,-1.535690e-01,-9.915790e-07,
0,-1.585230e-01,-1.012905e-06,
0,-1.634770e-01,-1.032351e-06,
0,-1.684300e-01,-1.051516e-06,
0,-1.733840e-01,-1.070962e-06,
0,-1.783380e-01,-1.088624e-06,
0,-1.832920e-01,-1.108446e-06,
0,-1.882460e-01,-1.124698e-06,
0,-1.932000e-01,-1.144614e-06,
0,-1.981540e-01,-1.159927e-06,
0,-2.031070e-01,-1.181065e-06,
0,-2.080610e-01,-1.195908e-06,
0,-2.130150e-01,-1.217609e-06,
0,-2.179690e-01,-1.232264e-06,
0,-2.229230e-01,-1.255187e-06,
0,-2.278770e-01,-1.270124e-06,
0,-2.328300e-01,-1.293516e-06,
0,-2.377840e-01,-1.309674e-06,
0,-2.427380e-01,-1.333254e-06,
0,-2.476920e-01,-1.350446e-06,
0,-2.526460e-01,-1.374120e-06,
0,-2.576000e-01,-1.393284e-06,
0,-2.625540e-01,-1.416864e-06,
0,-2.675070e-01,-1.438190e-06,
0,-2.724610e-01,-1.461676e-06,
0,-2.774150e-01,-1.484692e-06,
0,-2.823690e-01,-1.508272e-06,
0,-2.873230e-01,-1.532040e-06,
0,-2.922770e-01,-1.555714e-06,
0,-2.972310e-01,-1.582582e-06,
0,-3.021840e-01,-1.606162e-06,
0,-2.972310e-01,-1.467594e-06,
0,-2.922770e-01,-1.362095e-06,
0,-2.873230e-01,-1.280739e-06,
0,-2.823690e-01,-1.204645e-06,
0,-2.774150e-01,-1.143487e-06,
0,-2.724610e-01,-1.080450e-06,
0,-2.675070e-01,-1.031318e-06,
0,-2.625540e-01,-9.776760e-07,
0,-2.576000e-01,-9.357770e-07,
0,-2.526460e-01,-8.889920e-07,
0,-2.476920e-01,-8.516030e-07,
0,-2.427380e-01,-8.100790e-07,
0,-2.377840e-01,-7.758840e-07,
0,-2.328300e-01,-7.384940e-07,
0,-2.278770e-01,-7.063650e-07,
0,-2.229230e-01,-6.730150e-07,
0,-2.179690e-01,-6.418260e-07,
0,-2.130150e-01,-6.113880e-07,
0,-2.080610e-01,-5.813260e-07,
0,-2.031070e-01,-5.535180e-07,
0,-1.981540e-01,-5.237380e-07,
0,-1.932000e-01,-4.980910e-07,
0,-1.882460e-01,-4.693440e-07,
0,-1.832920e-01,-4.455760e-07,
0,-1.783380e-01,-4.165480e-07,
0,-1.733840e-01,-3.945650e-07,
0,-1.684300e-01,-3.659120e-07,
0,-1.634770e-01,-3.452440e-07,
0,-1.585230e-01,-3.168730e-07,
0,-1.535690e-01,-2.969570e-07,
0,-1.486150e-01,-2.693370e-07,
0,-1.436610e-01,-2.497030e-07,
0,-1.387070e-01,-2.231170e-07,
0,-1.337540e-01,-2.034820e-07,
0,-1.288001e-01,-1.783990e-07,
0,-1.238463e-01,-1.584830e-07,
0,-1.188924e-01,-1.352790e-07,
0,-1.139386e-01,-1.147997e-07,
0,-1.089847e-01,-9.300465e-08,
0,-1.040309e-01,-7.233694e-08,
0,-9.907701e-02,-5.213897e-08,
0,-9.412316e-02,-3.203493e-08,
0,-8.916931e-02,-1.315217e-08,
0,-8.421546e-02,8.173136e-09,
0,-7.926161e-02,2.480124e-08,
0,-7.430775e-02,4.640838e-08,
0,-6.935391e-02,6.143944e-08,
0,-6.440006e-02,8.323446e-08,
0,-5.944621e-02,9.695030e-08,
0,-5.449236e-02,1.181817e-07,
0,-4.953850e-02,1.313338e-07,
0,-4.458466e-02,1.524710e-07,
0,-3.963080e-02,1.646830e-07,
0,-3.467696e-02,1.846000e-07,
0,-2.972310e-02,1.972820e-07,
0,-2.476925e-02,2.161650e-07,
0,-1.981540e-02,2.285650e-07,
0,-1.486155e-02,2.461330e-07,
0,-9.907701e-03,2.593790e-07,
0,-4.953850e-03,2.752560e-07,
0,0.000000e+00,2.887840e-07,
0,4.953850e-03,3.036270e-07,
0,9.907701e-03,3.184700e-07,
0,1.486155e-02,3.319040e-07,
0,1.981540e-02,3.474050e-07,
0,2.476925e-02,3.598050e-07,
0,2.972310e-02,3.759640e-07,
0,3.467696e-02,3.875190e-07,
0,3.963080e-02,4.048050e-07,
0,4.458466e-02,4.160780e-07,
0,4.953850e-02,4.344910e-07,
0,5.449236e-02,4.456700e-07,
0,5.944621e-02,4.652110e-07,
0,6.440006e-02,4.772350e-07,
0,6.935391e-02,4.980910e-07,
0,7.430775e-02,5.119010e-07,
0,7.926161e-02,5.341660e-07,
0,8.421546e-02,5.510760e-07,
0,8.916931e-02,5.754070e-07,
0,9.412316e-02,5.948530e-07,
0,9.907701e-02,6.220030e-07,
0,1.040309e-01,6.482140e-07,
0,1.089847e-01,6.782760e-07,
0,1.139386e-01,7.106870e-07,
0,1.188924e-01,7.450700e-07,
0,1.238463e-01,7.840570e-07,
0,1.288001e-01,8.236070e-07,
0,1.337540e-01,8.697340e-07,
0,1.387070e-01,9.147330e-07,
0,1.436610e-01,9.680930e-07,
0,1.486150e-01,1.018823e-06,
0,1.535690e-01,1.078853e-06,
0,1.585230e-01,1.134938e-06,
0,1.634770e-01,1.201263e-06,
0,1.684300e-01,1.261950e-06,
0,1.733840e-01,1.333348e-06,
0,1.783380e-01,1.398545e-06,
0,1.832920e-01,1.473231e-06,
0,1.882460e-01,1.542280e-06,
0,1.932000e-01,1.618938e-06,
0,1.981540e-01,1.690805e-06,
0,2.031070e-01,1.767652e-06,
0,2.080610e-01,1.841116e-06,
0,2.130150e-01,1.916271e-06,
0,2.179690e-01,1.989829e-06,
0,2.229230e-01,2.062730e-06,
0,2.278770e-01,2.134315e-06,
0,2.328300e-01,2.202519e-06,
0,2.377840e-01,2.271098e-06,
0,2.427380e-01,2.332819e-06,
0,2.476920e-01,2.395292e-06,
0,2.526460e-01,2.449122e-06,
0,2.576000e-01,2.504267e-06,
0,2.625540e-01,2.552460e-06,
0,2.675070e-01,2.596614e-06,
0,2.724610e-01,2.628555e-06,
0,2.774150e-01,2.662375e-06,
0,2.823690e-01,2.677406e-06,
0,2.873230e-01,2.698074e-06,
0,2.922770e-01,2.700892e-06,
0,2.972310e-01,2.703710e-06,
0,3.021840e-01,2.691498e-06,
0,2.972310e-01,2.454759e-06,
0,2.922770e-01,2.264992e-06,
0,2.873230e-01,2.099650e-06,
0,2.823690e-01,1.952158e-06,
0,2.774150e-01,1.821575e-06,
0,2.724610e-01,1.699448e-06,
0,2.675070e-01,1.581079e-06,
0,2.625540e-01,1.471164e-06,
0,2.576000e-01,1.365007e-06,
0,2.526460e-01,1.261669e-06,
0,2.476920e-01,1.160209e-06,
0,2.427380e-01,1.064386e-06,
0,2.377840e-01,9.657450e-07,
0,2.328300e-01,8.638150e-07,
0,2.278770e-01,7.647040e-07,
0,2.229230e-01,6.733910e-07,
0,2.179690e-01,5.750310e-07,
0,2.130150e-01,4.841870e-07,
0,2.080610e-01,3.863920e-07,
0,2.031070e-01,2.959230e-07,
0,1.981540e-01,1.993490e-07,
0,1.932000e-01,1.089752e-07,
