group,file,model,fit_start_s,fit_end_s,n_points,A,A_se,beta,beta_se,C,C_se,M_linear_drift,M_linear_drift_se,rmse,r2,success,message,time_min_s,time_max_s,current_min_a,current_max_a
等两分钟,/Users/griffith/Downloads/ic study/code 2026/CVLabtest/analysis/等两分钟.csv,beta_plus_linear_drift,5.0,120.0006,2301,0.028991254798070912,2.45763742072075,3.5525333246287564e-06,0.000301155037299735,-0.028990555783442302,2.4576374206897458,1.0295437988106898e-09,1.4329850979441368e-11,1.113805230620662e-08,0.9780513578187806,True,,0.0506333,120.0006,3.25798e-07,9.574523e-06
等八分钟,/Users/griffith/Downloads/ic study/code 2026/CVLabtest/analysis/等八分钟.csv,beta,0.2,120.0006,2397,1.307413525040547e-06,5.4728289016395585e-09,0.4456448239697038,0.0021357061814785065,1.2597870634004051e-07,2.8199034969387688e-09,,,3.598356597943795e-08,0.9770925638688305,True,,0.0506337,120.0006,3.11424e-07,1.004851e-05
等八分钟,/Users/griffith/Downloads/ic study/code 2026/CVLabtest/analysis/等八分钟.csv,beta_plus_linear_drift,0.2,120.0006,2397,1.6656297685261967e-06,8.200078305964588e-09,0.3616191777152913,0.0019247116002410003,-1.5191723176860652e-07,6.494179644728165e-09,1.578246012520089e-09,2.755515640832706e-11,2.205611723508267e-08,0.9913935072399472,True,,0.0506337,120.0006,3.11424e-07,1.004851e-05
等八分钟,/Users/griffith/Downloads/ic study/code 2026/CVLabtest/analysis/等八分钟.csv,beta,0.5,120.0006,2391,1.1643399701639423e-06,6.627360963059854e-09,0.3479160016177875,0.002889744033307057,5.892222292839778e-08,4.80503073951851e-09,,,3.630676394893988e-08,0.9626026908765546,True,,0.0506337,120.0006,3.11424e-07,1.004851e-05
等八分钟,/Users/griffith/Downloads/ic study/code 2026/CVLabtest/analysis/等八分钟.csv,beta_plus_linear_drift,0.5,120.0006,2391,1.85094176253487e-06,1.8498376853928112e-08,0.2196463888684264,0.0026508431809741943,-5.522214760055944e-07,1.763454476932358e-08,1.9970335494880587e-09,3.3465048434324544e-11,2.070018125094327e-08,0.9878433596822157,True,,0.0506337,120.0006,3.11424e-07,1.004851e-05
等八分钟,/Users/griffith/Downloads/ic study/code 2026/CVLabtest/analysis/等八分钟.csv,beta,1.0,120.0006,2381,1.0602803653046749e-06,7.937035822565158e-09,0.2736665089834125,0.0033664547404019577,-5.261014771919648e-09,7.167089189402805e-09,,,3.204390203355695e-08,0.9561096970133706,True,,0.0506337,120.0006,3.11424e-07,1.004851e-05
等八分钟,/Users/griffith/Downloads/ic study/code 2026/CVLabtest/analysis/等八分钟.csv,beta_plus_linear_drift,1.0,120.0006,2381,2.641075158421906e-06,6.758823958585586e-08,0.10520009514667852,0.0030656009839188153,-1.526653233467039e-06,6.747774472199576e-08,2.1937543933004656e-09,3.4391681471757206e-11,1.6584804188844632e-08,0.9882429467580262,True,,0.0506337,120.0006,3.11424e-07,1.004851e-05
等八分钟,/Users/griffith/Downloads/ic study/code 2026/CVLabtest/analysis/等八分钟.csv,beta,2.0,120.0006,2361,9.913479329933024e-07,1.1946228179115147e-08,0.19546045869467785,0.0038117968685216757,-1.0455036919869279e-07,1.21535303224926e-08,,,2.5862620895022184e-08,0.9536027610030408,True,,0.0506337,120.0006,3.11424e-07,1.004851e-05
等八分钟,/Users/griffith/Downloads/ic study/code 2026/CVLabtest/analysis/等八分钟.csv,beta_plus_linear_drift,2.0,120.0006,2361,0.019512683039622565,2.430160718366821,9.11922282067012e-06,0.0011357465721779857,-0.019511756124952612,2.4301607184858267,2.106243077204784e-09,1.7663885062079237e-11,1.1971326893504439e-08,0.990058963926997,True,,0.0506337,120.0006,3.11424e-07,1.004851e-05
等八分钟,/Users/griffith/Downloads/ic study/code 2026/CVLabtest/analysis/等八分钟.csv,beta,5.0,120.0006,2301,1.1544736175724077e-06,4.5826839375840896e-08,0.08622689171307453,0.004362058738779948,-4.7328973925975343e-07,4.661790272822263e-08,,,1.682770214597195e-08,0.955919678981324,True,,0.0506337,120.0006,3.11424e-07,1.004851e-05
等八分钟,/Users/griffith/Downloads/ic study/code 2026/CVLabtest/analysis/等八分钟.csv,beta_plus_linear_drift,5.0,120.0006,2301,0.02959281469658107,2.4558363355199293,3.5298659909939647e-06,0.00029293699278908167,-0.029592108601881398,2.4558363355888706,8.862772669645016e-10,1.4484050466958631e-11,1.130770398208599e-08,0.9800958343371002,True,,0.0506337,120.0006,3.11424e-07,1.004851e-05
等六分钟,/Users/griffith/Downloads/ic study/code 2026/CVLabtest/analysis/等六分钟.csv,beta,0.2,120.0006,2397,1.291388285543143e-06,5.6329298831202065e-09,0.4490337504782752,0.0022225539279346015,1.335668313963446e-07,2.8686334322071375e-09,,,3.717939883594613e-08,0.9752025237479607,True,,0.05063436,120.0006,3.17155e-07,9.479727e-06
等六分钟,/Users/griffith/Downloads/ic study/code 2026/CVLabtest/analysis/等六分钟.csv,beta_plus_linear_drift,0.2,120.0006,2397,1.6718308125451728e-06,8.125778454211657e-09,0.35943605752201807,0.0018945113221927573,-1.6148268738286042e-07,6.459709658062264e-09,1.6770569124321555e-09,2.715860333349605e-11,2.1662017418204993e-08,0.9915821621095081,True,,0.05063436,120.0006,3.17155e-07,9.479727e-06
等六分钟,/Users/griffith/Downloads/ic study/code 2026/CVLabtest/analysis/等六分钟.csv,beta,0.5,120.0006,2391,1.1458176470358732e-06,6.754525491178487e-09,0.3522189487386171,0.0030011765141115198,7.032673350924322e-08,4.826464179230637e-09,,,3.7446001862192786e-08,0.9595379729095109,True,,0.05063436,120.0006,3.17155e-07,9.479727e-06
等六分钟,/Users/griffith/Downloads/ic study/code 2026/CVLabtest/analysis/等六分钟.csv,beta_plus_linear_drift,0.5,120.0006,2391,1.8702179832274498e-06,1.859182541098459e-08,0.21682656844939732,0.002603211583424637,-5.743463406996081e-07,1.776240758696028e-08,2.106727624318653e-09,3.297174019683583e-11,2.028210079595134e-08,0.9881296752448648,True,,0.05063436,120.0006,3.17155e-07,9.479727e-06
等六分钟,/Users/griffith/Downloads/ic study/code 2026/CVLabtest/analysis/等六分钟.csv,beta,1.0,120.0006,2381,1.0371401863733775e-06,8.014101642072597e-09,0.2789546233929151,0.0035247360780785142,1.167261985520949e-08,7.144402784451298e-09,,,3.330914256236133e-08,0.9515886147484789,True,,0.05063436,120.0006,3.17155e-07,9.479727e-06
等六分钟,/Users/griffith/Downloads/ic study/code 2026/CVLabtest/analysis/等六分钟.csv,beta_plus_linear_drift,1.0,120.0006,2381,2.741465559204734e-06,7.2641507650488e-08,0.10097541931899617,0.0030338669336312054,-1.6295681458533048e-06,7.255376588290933e-08,2.321031448056881e-09,3.42649609995447e-11,1.6365336075738456e-08,0.9883138768180455,True,,0.05063436,120.0006,3.17155e-07,9.479727e-06
等六分钟,/Users/griffith/Downloads/ic study/code 2026/CVLabtest/analysis/等六分钟.csv,beta,2.0,120.0006,2361,9.53745273125839e-07,1.1530841802491997e-08,0.20372015269100702,0.004021951381303785,-7.126979583863313e-08,1.1655727836462642e-08,,,2.7154471865633275e-08,0.9476035045210381,True,,0.05063436,120.0006,3.17155e-07,9.479727e-06
等六分钟,/Users/griffith/Downloads/ic study/code 2026/CVLabtest/analysis/等六分钟.csv,beta_plus_linear_drift,2.0,120.0006,2361,0.02215183401079165,2.5300784882713554,8.07604958864919e-06,0.0009224189329151665,-0.022150907991962496,2.5300784883740786,2.208197241958742e-09,1.6812161101449955e-11,1.1996220088678579e-08,0.9897739392313892,True,,0.05063436,120.0006,3.17155e-07,9.479727e-06
等六分钟,/Users/griffith/Downloads/ic study/code 2026/CVLabtest/analysis/等六分钟.csv,beta,5.0,120.0006,2301,1.0005826000339196e-06,3.51351968531726e-08,0.10070147385781486,0.004685253636762685,-3.224815897857735e-07,3.5900020563946844e-08,,,1.799434000619961e-08,0.9475263195268131,True,,0.05063436,120.0006,3.17155e-07,9.479727e-06
等六分钟,/Users/griffith/Downloads/ic study/code 2026/CVLabtest/analysis/等六分钟.csv,beta_plus_linear_drift,5.0,120.0006,2301,0.02954937094762535,2.5790205046547356,3.570916379925142e-06,0.0003116652494275944,-0.02954866543505164,2.57902050468042,9.93029183218922e-10,1.4855028710768593e-11,1.1573539372950235e-08,0.9782928869158319,True,,0.05063436,120.0006,3.17155e-07,9.479727e-06
等十分钟,/Users/griffith/Downloads/ic study/code 2026/CVLabtest/analysis/等十分钟.csv,beta,0.2,120.0006,2397,1.2626826178847583e-06,6.239530664465336e-09,0.4608394943525698,0.002505342739188387,1.6106858864753282e-07,3.0515265835120366e-09,,,4.170463844259145e-08,0.9685728443480367,True,,0.05063426,120.0006,3.39701e-07,9.858915e-06
等十分钟,/Users/griffith/Downloads/ic study/code 2026/CVLabtest/analysis/等十分钟.csv,beta_plus_linear_drift,0.2,120.0006,2397,1.6993819765778053e-06,8.30451616618391e-09,0.3578761771987091,0.001900637616856184,-1.7586350955926754e-07,6.619572171474912e-09,1.9516874921723704e-09,2.7647633132855607e-11,2.1996317452318802e-08,0.9912574864664768,True,,0.05063426,120.0006,3.39701e-07,9.858915e-06
等十分钟,/Users/griffith/Downloads/ic study/code 2026/CVLabtest/analysis/等十分钟.csv,beta,0.5,120.0006,2391,1.1053614163255252e-06,7.218295468011366e-09,0.3676025526543757,0.003349253791282402,1.0939963999459288e-07,4.892301442919302e-09,,,4.15995858800387e-08,0.9490981575032114,True,,0.05063426,120.0006,3.39701e-07,9.858915e-06
等十分钟,/Users/griffith/Downloads/ic study/code 2026/CVLabtest/analysis/等十分钟.csv,beta_plus_linear_drift,0.5,120.0006,2391,1.9027519477837965e-06,1.9101305858440587e-08,0.21605824355704836,0.0026195438519226893,-5.959124622195398e-07,1.8259838569066143e-08,2.38518023063949e-09,3.368986308024811e-11,2.069243177750689e-08,0.9874055689757222,True,,0.05063426,120.0006,3.39701e-07,9.858915e-06
等十分钟,/Users/griffith/Downloads/ic study/code 2026/CVLabtest/analysis/等十分钟.csv,beta,1.0,120.0006,2381,9.796075706501398e-07,8.117003690582422e-09,0.2982923897281549,0.0039480501000191855,6.74590529381884e-08,6.8746200238245445e-09,,,3.710704266443583e-08,0.9378146899425862,True,,0.05063426,120.0006,3.39701e-07,9.858915e-06
等十分钟,/Users/griffith/Downloads/ic study/code 2026/CVLabtest/analysis/等十分钟.csv,beta_plus_linear_drift,1.0,120.0006,2381,2.7848516823565167e-06,7.456732551696386e-08,0.10093139819293866,0.003064306516052634,-1.6641160167201656e-06,7.447756445062447e-08,2.598978629678049e-09,3.5144976577177e-11,1.6783959693570225e-08,0.9872777486162416,True,,0.05063426,120.0006,3.39701e-07,9.858915e-06
等十分钟,/Users/griffith/Downloads/ic study/code 2026/CVLabtest/analysis/等十分钟.csv,beta,2.0,120.0006,2361,8.611588240640123e-07,1.0360967012393077e-08,0.22863005734409342,0.0045660541218057295,1.8942443382983357e-08,1.0183517257637979e-08,,,3.054970658067719e-08,0.9296425982287135,True,,0.05063426,120.0006,3.39701e-07,9.858915e-06
等十分钟,/Users/griffith/Downloads/ic study/code 2026/CVLabtest/analysis/等十分钟.csv,beta_plus_linear_drift,2.0,120.0006,2361,0.020769822552366684,2.5183974047039994,8.748202663895755e-06,0.001060756008003299,-0.020768890229691403,2.5183974047990487,2.4847858714737923e-09,1.8090329808100284e-11,1.247114938106775e-08,0.9882751129173328,True,,0.05063426,120.0006,3.39701e-07,9.858915e-06
等十分钟,/Users/griffith/Downloads/ic study/code 2026/CVLabtest/analysis/等十分钟.csv,beta,5.0,120.0006,2301,7.398512107081137e-07,2.002189828698706e-08,0.13927470084127933,0.005492470572848691,-6.417001549607783e-08,2.0628084191862903e-08,,,2.0692184677936805e-08,0.9220352153237708,True,,0.05063426,120.0006,3.39701e-07,9.858915e-06
等十分钟,/Users/griffith/Downloads/ic study/code 2026/CVLabtest/analysis/等十分钟.csv,beta_plus_linear_drift,5.0,120.0006,2301,0.028918934437039686,2.6706355045141543,3.710361077118462e-06,0.00034264918499967985,-0.02891822504737405,2.670635504480399,1.2539737894802804e-09,1.5396193829637148e-11,1.1917573877592082e-08,0.9741380363023808,True,,0.05063426,120.0006,3.39701e-07,9.858915e-06
等四分钟,/Users/griffith/Downloads/ic study/code 2026/CVLabtest/analysis/等四分钟.csv,beta,0.2,120.0006,2397,1.2674684803094615e-06,5.860204691775746e-09,0.45501862383821357,0.0023501013811149103,1.4970708817969953e-07,2.9235973989091623e-09,,,3.893330480081705e-08,0.9722927795369556,True,,0.05063573,120.0006,3.26737e-07,1.004851e-05
等四分钟,/Users/griffith/Downloads/ic study/code 2026/CVLabtest/analysis/等四分钟.csv,beta_plus_linear_drift,0.2,120.0006,2397,1.6612620320124471e-06,8.35450890497128e-09,0.3610903172833057,0.0019646998530507853,-1.5436079709738983e-07,6.622556403543751e-09,1.7543862783416205e-09,2.8037681302237905e-11,2.242316876249787e-08,0.9908093888464767,True,,0.05063573,120.0006,3.26737e-07,1.004851e-05
等四分钟,/Users/griffith/Downloads/ic study/code 2026/CVLabtest/analysis/等四分钟.csv,beta,0.5,120.0006,2391,1.116897857465791e-06,6.871720699009928e-09,0.36012770146199413,0.0031457491680857764,9.30585017214357e-08,4.779259094794819e-09,,,3.889005144819638e-08,0.9552512007593386,True,,0.05063573,120.0006,3.26737e-07,1.004851e-05
等四分钟,/Users/griffith/Downloads/ic study/code 2026/CVLabtest/analysis/等四分钟.csv,beta_plus_linear_drift,0.5,120.0006,2391,1.8383412243043202e-06,1.8692021375242507e-08,0.22078336274763377,0.0027107231173502623,-5.452249088221276e-07,1.7803134335573417e-08,2.159016504704751e-09,3.40838822072158e-11,2.1130118377722583e-08,0.9867898359442371,True,,0.05063573,120.0006,3.26737e-07,1.004851e-05
等四分钟,/Users/griffith/Downloads/ic study/code 2026/CVLabtest/analysis/等四分钟.csv,beta,1.0,120.0006,2381,9.999329433498957e-07,7.86242904497631e-09,0.2886967101319957,0.0036721492526965026,4.3530798813053515e-08,6.836058564801191e-09,,,3.4356338372953605e-08,0.9466927568952133,True,,0.05063573,120.0006,3.26737e-07,1.004851e-05
等四分钟,/Users/griffith/Downloads/ic study/code 2026/CVLabtest/analysis/等四分钟.csv,beta_plus_linear_drift,1.0,120.0006,2381,2.577979240067664e-06,6.621812584425291e-08,0.1077860410876566,0.0031605680736185643,-1.468525120027924e-06,6.609063159795164e-08,2.340891817075535e-09,3.5236783758579717e-11,1.7092318547448737e-08,0.9868060620881752,True,,0.05063573,120.0006,3.26737e-07,1.004851e-05
等四分钟,/Users/griffith/Downloads/ic study/code 2026/CVLabtest/analysis/等四分钟.csv,beta,2.0,120.0006,2361,8.999015111766177e-07,1.0648130321798516e-08,0.2149564796917469,0.0041927667687197195,-2.2730573989501622e-08,1.0645743573862349e-08,,,2.7896986864871816e-08,0.9418279049938356,True,,0.05063573,120.0006,3.26737e-07,1.004851e-05
等四分钟,/Users/griffith/Downloads/ic study/code 2026/CVLabtest/analysis/等四分钟.csv,beta_plus_linear_drift,2.0,120.0006,2361,0.016090423708867062,2.45133445147464,1.1018537805553506e-05,0.0016786718539455855,-0.016089501335389375,2.451334451620958,2.2760596990439484e-09,2.0856806782745792e-11,1.2603583979567806e-08,0.9881262410553406,True,,0.05063573,120.0006,3.26737e-07,1.004851e-05
等四分钟,/Users/griffith/Downloads/ic study/code 2026/CVLabtest/analysis/等四分钟.csv,beta,5.0,120.0006,2301,8.605081782242589e-07,2.602965512382081e-08,0.11650260352811223,0.004863694892527959,-1.8624545241128752e-07,2.6710887592789034e-08,,,1.826305651711194e-08,0.9413247211184969,True,,0.05063573,120.0006,3.26737e-07,1.004851e-05
等四分钟,/Users/griffith/Downloads/ic study/code 2026/CVLabtest/analysis/等四分钟.csv,beta_plus_linear_drift,5.0,120.0006,2301,0.029333372291271066,2.5036964456911837,3.54133257627008e-06,0.00030226507418042506,-0.029332669962962344,2.503696445683222,1.0568686737836376e-09,1.4539872119411302e-11,1.1318408470653176e-08,0.9774638895433139,True,,0.05063573,120.0006,3.26737e-07,1.004851e-05
